text,iab_label,confidence
japan australia reach agreement freetrade deal,IAB20 Travel,0.17
miley cyrus brings bangerz tour london,IAB20 Travel,0.49
ford recalls nearly 700 thousand escapes hybrid vehicles,IAB2 Automotive,0.31
market eyeindian bond yields edge lower fall inflation,IAB12 News,0.11
kick butts day,IAB17 Sports,0.18
miley cyrus causes controversy daterape joke gay club gig london,IAB1 Arts & Entertainment,0.34
surgeon general issues skin cancer warning,IAB12 News,0.33
maryland abandon 125 million obamacare website,IAB14 Society,0.14
samsung galaxy s5 smartphone officially available rs 51 500 india,IAB19 Technology & Computing,0.15
ipads iphones causing iallergies,IAB19 Technology & Computing,0.45
barclays shed 7000 jobs,IAB3 Business,0.54
whoopi goldberg writes pot column newspaper,IAB12 News,0.5
lay dyings tim lambesis talks troubled marriage steroid use music,IAB6 Family & Parenting,0.34
old blackberry phones still outsell new blackberry phones 2 1,IAB3 Business,0.1
box office predictions heaven real opens strong rio 2 battles,IAB1 Arts & Entertainment,0.2
fascinating fact,IAB12 News,0.29
eva mendes ryan gosling pregnancy news couple expecting baby,IAB12 News,0.74
paltrow fought control news split martin,IAB12 News,0.69
high time investors buy samsung,IAB19 Technology & Computing,0.69
beyoncé avoids conversation kim kardashian runin,IAB24 Uncategorized,0.17
miley cyrus blasts drug overdose rumours bangerz tour makes triumphant,IAB1 Arts & Entertainment,0.4
sales us existing homes jump 49 per cent may best monthly gain nearly,IAB21 Real Estate,0.45
lord stern says economic models climate change need better climate science,IAB15 Science,0.44
copycat kim k wants willkate type royal wedding,IAB24 Uncategorized,0.13
mcdonalds responsible franchisees bullshit says nlrb,IAB12 News,0.74
htc one vs nexus 5 vs samsung galaxy s4 battery life display design,IAB19 Technology & Computing,0.37
anna faith frozen elsa lookalike gains instant fame photos,IAB23 Religion & Spirituality,0.27
swiss regulator probes bnps local subsidiary,IAB3 Business,0.46
capture canines exploits new gopro dog mount,IAB17 Sports,0.16
jdcom allow preorders microsofts xbox one china,IAB19 Technology & Computing,0.35
holcim talks lafarge cementmaker merger,IAB3 Business,0.33
us auto sales hit highest monthly total 9 years may gm sales rise 13 pct,IAB2 Automotive,0.29
zynga taps former best buy exec cfo,IAB3 Business,0.25
17 gifs boy meets world capture excitement girl meets world,IAB1 Arts & Entertainment,0.14
supreme court rules aereo internet tv fight,IAB12 News,0.13
heart surgery shuns ribcracking growing option,IAB24 Uncategorized,0.18
church roundup,IAB23 Religion & Spirituality,0.35
lana del reys west coast video ignites oldschool glamour,IAB1 Arts & Entertainment,0.24
angelina jolie red carpet attack pitt wont alter security,IAB1 Arts & Entertainment,0.26
miley cyrus seemingly blasts liam hemsworth expletivefilled rant,IAB12 News,0.13
reality tv recap voice battle rounds part 4 live blog,IAB24 Uncategorized,0.1
alicias deals tax day treats savings freebies,IAB13 Personal Finance,0.16
video near collision barcelona airport,IAB12 News,0.18
apples ceo thinks different jobs,IAB24 Uncategorized,0.16
wins american idol 2014 prediction top 9,IAB1 Arts & Entertainment,0.27
ptc shares soar eu backing muscular dystrophy drug,IAB3 Business,0.22
oil keeps rising nears 107 iraq fighting,IAB12 News,0.14
update dan guerrero ucla athletic facilities,IAB17 Sports,0.75
first horizon reaches 110m settlement fhfa,IAB14 Society,0.11
dolly parton draws biggest crowd uks glastonbury,IAB1 Arts & Entertainment,0.61
nirvana recruit leading ladies explosive rock roll hall fame show,IAB1 Arts & Entertainment,0.34
smoke aboard space station traced water heater,IAB20 Travel,0.19
sina weibo chinas version twitter set make debut wall street,IAB3 Business,0.12
heres whats trending rooney dead pings may heard comedian,IAB12 News,0.19
google may finally launch chromecast uk wednesday 8 months late,IAB19 Technology & Computing,0.31
new queen album feature unheard songs freddie mercury reveals brian,IAB1 Arts & Entertainment,0.18
tackle climate change need know facing,IAB14 Society,0.16
nh checkup healthy county,IAB12 News,0.36
sebelius resignation may give successor room health law,"IAB11 Law, Gov’t & Politics",0.21
brad paisley mocks westboro baptist church selfie video,IAB12 News,0.14
big surprises latest crop production summary,IAB12 News,0.47
google poised produce 3d imaging tablet,IAB19 Technology & Computing,0.56
true player gear vr device compete oculus rift,IAB17 Sports,0.28
kim kardashian takes selfie stomach second honeymoon,IAB20 Travel,0.46
infiniti begins production 20l turbo eurospec q50 mercedes cclass,IAB2 Automotive,0.71
whatsapp reiterates partnership facebook doesnt put users data risk,IAB19 Technology & Computing,0.14
shelton fire officials warn fireworks outdoor grill dangers,IAB12 News,0.19
19 ways apples ios 8 promises streamline workflow,IAB19 Technology & Computing,0.26
philadelphiatested robotic legs get fda approval home use,IAB15 Science,0.13
californians increase water usage amid drought,IAB12 News,0.15
accidental heroin overdose blamed death gwars david brockie,IAB12 News,0.24
shockwave solar flare comes friday 13th full moon,IAB15 Science,0.14
obama approves sonic cannon usage preparation offshore oil drilling,"IAB11 Law, Gov’t & Politics",0.35
thirty years hiv,IAB9 Hobbies & Interests,0.09
comics thanos surprisingly happy edition guardians,IAB6 Family & Parenting,0.16
heavy drinking kills 1 10 us adults,IAB8 Food & Drink,0.15
bp russia sanctions hit uk economy,IAB3 Business,0.37
mystery octopus remains tanglefree solved arms,IAB24 Uncategorized,0.29
early movers nflx wynn app ba pf gm,IAB17 Sports,0.68
buzz aldrin hand moon landing 45th anniversary party la,IAB12 News,0.22
coldwater creek closing stores including 4 pittsburgh region,IAB3 Business,0.4
lyme tick size,IAB16 Pets,0.11
mass new england seeing bigger climate swing expert says,IAB12 News,0.25
family parish threatened heavenly revelation,IAB12 News,0.33
us banks enjoy toobigtofail advantage fed study,IAB3 Business,0.39
state 1 million applied insurance health exchange,IAB12 News,0.18
fed keep current policy place,IAB24 Uncategorized,0.1
elon musk promises cheap tesla iii,IAB12 News,0.1
oculus vr palmer luckey sued ctos former employer update,IAB3 Business,0.17
netflix raises prices new subscribers 1,IAB3 Business,0.15
android getting sdk wearables,IAB19 Technology & Computing,0.31
iab report 2014 mercedes class price drops 20 lakhs local assembly,IAB2 Automotive,0.54
ahmed saraki preach love peace stability,IAB23 Religion & Spirituality,0.19
sharknado 2,IAB1 Arts & Entertainment,0.18
rihannas cfda dress covered swarovski crystals,IAB18 Style & Fashion,0.4
darden red lobster sale investors feeling crabby,IAB8 Food & Drink,0.28
euro usd exchange rate weakens draghi hints stimulus action june,IAB3 Business,0.17
miley cyrus vows overdose drugs reaction sh,IAB12 News,0.15
miley cyrus keeps spitting audience members,IAB1 Arts & Entertainment,0.29
ebay plans offer free credit checks breach,IAB3 Business,0.37
guitarist johnny winter dies 70,IAB1 Arts & Entertainment,0.12
obesity linked ovarian cancer risk,IAB15 Science,0.2
td garden cited underage drinking avicii concert incident,IAB10 Home & Garden,0.31
withering glance much love normal heart,IAB6 Family & Parenting,0.12
australia takes southern search plane,IAB20 Travel,0.14
futures pointing early weakness wall street,IAB3 Business,0.23
jump street followup generates big laughs mocking sequels,IAB20 Travel,0.13
heartbleed bug fixes threaten cause internet disruptions coming weeks,IAB19 Technology & Computing,0.17
drinking coffee prevent eye disease study finds,IAB15 Science,0.39
lindsay lohan slams mothers party girl image,IAB6 Family & Parenting,0.24
jon hamm admits working porn movies soulcrushing,IAB24 Uncategorized,0.19
experimental breast cancer drug undergoes encouraging trial,IAB15 Science,0.3
kirstie alley gains back 30 pounds rejoins jenny craig video,IAB7 Health & Fitness,0.1
state highlights calif bill keeping small biz health plans colo rating,IAB3 Business,0.48
nicky minaj turns roots,IAB1 Arts & Entertainment,0.09
river rose blackstock kelly clarksons babys name,IAB6 Family & Parenting,0.24
paul walkers daughter disgusted grandmothers move custody,IAB6 Family & Parenting,0.4
google maps ios android add offline support lane,IAB20 Travel,0.11
housing starts hit slowest pace nine months,IAB21 Real Estate,0.32
hackettstown host craft brewery former bank building,IAB8 Food & Drink,0.24
anyone buy google glass today starting,IAB19 Technology & Computing,0.35
captain america 7 potential storylines marvel series use next,IAB1 Arts & Entertainment,0.25
sony playstation4 sells 7 million units microsoft xbox one sells 5 million units,IAB14 Society,0.51
scarlett johansson marry babys birth,IAB6 Family & Parenting,0.43
sector update shares flat lower hillshire brands officially drops bid,IAB3 Business,0.13
search missing malaysian airliner turns new debris 12 news kbmt,IAB12 News,0.83
judaism christianity sayeth gwyneth angles,IAB23 Religion & Spirituality,0.72
kim jongun rejects peace offering guarantees death rogen franco,IAB12 News,0.21
report germans seize cocaine addressed vatican,IAB12 News,0.62
dear sue townsend love adrian mole via ian mcmillan,IAB6 Family & Parenting,0.08
experts concerned skin cancer rates canada,IAB12 News,0.18
urban outfitters q4 profit rises tops street warns q1,IAB3 Business,0.46
google apps referral program 15 bonus luring new users,IAB24 Uncategorized,0.1
angelina jolie makes stories kids,IAB1 Arts & Entertainment,0.21
google loses bid drop street view case,IAB24 Uncategorized,0.16
oscar pistorius trial 6 degrees premeditation screams murder,IAB12 News,0.33
uk quids george osborne prepares announce replacement 1 coins,IAB12 News,0.18
angelina jolie jennifer lawrence justin bieber land morning,IAB12 News,0.25
oppo find 7 announced worlds first phone take 50mp photos,IAB12 News,0.2
kanye west marriage ceremony kim kardashian postponed couple,IAB1 Arts & Entertainment,0.21
read entire novels minutes new spritz app,IAB24 Uncategorized,0.14
blackberry messenger surpasses 85 million active users windows phone,IAB19 Technology & Computing,0.27
teens ever exposed ecigarette ads,IAB12 News,0.18
rptmarket chatter corporate finance press digest,IAB3 Business,0.44
joe manganiello sofia vergara dating sources say,IAB8 Food & Drink,0.24
video bruce springsteen covers van halens jump closes ncaa,IAB2 Automotive,0.25
facebooks plan deliver web access via drones,IAB19 Technology & Computing,0.27
another earnings beat best buys future,IAB3 Business,0.21
blackberry revenue falls 1 billion,IAB3 Business,0.24
google gives workaround android wear paid app bug,IAB24 Uncategorized,0.11
china media russia gas deal,IAB12 News,0.23
mars yard ready red planet rover,IAB15 Science,0.36
twitter photo tagging 4 facts,IAB12 News,0.12
captain america commands north american box office,IAB1 Arts & Entertainment,0.49
study sheds light children eating habits,IAB15 Science,0.38
mysterious us plane parked iranian airport one seems know,IAB24 Uncategorized,0.37
nicki minaj dons revealing cutout dress 2014 billboard music awards,IAB18 Style & Fashion,0.41
talk ecb action grows amid europe growth worry,IAB3 Business,0.44
miley cyrus performs bangerz tour leeds uk,IAB1 Arts & Entertainment,0.42
update 1siemens mitsubishi finalise alstom offer,IAB2 Automotive,0.4
forexdollar slow start eventpacked week yen firmer,IAB12 News,0.22
obama announces new sanctions russia ukraine,IAB12 News,0.39
googles april fool joke challenges catch pokémon,IAB16 Pets,0.11
see kevin bacon reenacts footloose dance 30 years later tonight show,IAB1 Arts & Entertainment,0.47
young girls constantly told fat likely become obese,IAB14 Society,0.19
citi takes 100m charge settles claims,IAB3 Business,0.28
us stocks following solid chinese data,IAB3 Business,0.23
jennifer love hewitt jennifer love hewitt married five days giving birth,IAB6 Family & Parenting,0.41
andrew tan takes ice bucket challenge,IAB17 Sports,0.25
bravo medias real housewives orange county returns juicy,IAB1 Arts & Entertainment,0.18
nikki reed paul mcdonald separate twilight star american idol,IAB1 Arts & Entertainment,0.26
hiho tina fey drawn kermit new muppets movie,IAB1 Arts & Entertainment,0.36
ackman outspent herbalife lobbying battle,IAB7 Health & Fitness,0.2
mens wearhouse seals deal jos bank,IAB3 Business,0.47
tesla motors inc nasdaqtsla associates panasonic corporation,IAB2 Automotive,0.23
local artist displays art inspired jay z beyonce,IAB1 Arts & Entertainment,0.19
valerie harper says cancer free quote taken context,IAB12 News,0.14
danny boyle talks direct steve jobs biopic leonardo dicaprio possibly,IAB3 Business,0.21
big bang theory cast still negotiating contracts speculation surprise,IAB15 Science,0.24
barbara walters changed tv game forever,IAB17 Sports,0.15
black keys turn blue album leaked,IAB24 Uncategorized,0.12
josh murray shares adorable family baseball tbt see back day,IAB17 Sports,0.81
wall street earnings corporate deals lift stocks,IAB3 Business,0.39
twitter account info requests surge 46,IAB24 Uncategorized,0.08
facebooks new click bait rule totally blow away,IAB24 Uncategorized,0.15
jimmy johns sprouts 5 food poisoning outbreaks 5 years,IAB8 Food & Drink,0.33
happy birthday lady gaga heres everything youll need bday ball,IAB17 Sports,0.14
fox debuts faux prince wanna marry harry,IAB12 News,0.74
wall st flat momentum stocks stabilize pfizer drags,IAB3 Business,0.15
game thrones season 4 finale spoilers emmy nominations gives away,IAB12 News,0.33
video ftc investigates herbalife billionaires campaign,IAB12 News,0.23
nation,IAB14 Society,0.17
xbox live signin problems titanfall issue,IAB17 Sports,0.1
android tv answer googles living room prayers,IAB19 Technology & Computing,0.25
gm ceo mary barra apologizes deaths switch recall,IAB3 Business,0.22
le pen successfully escaped fascist fathers shadow,IAB16 Pets,0.15
overuse brain scans headaches persists despite guidelines,IAB24 Uncategorized,0.15
us auto sales picked steam march chrysler toyota gm ford saw gains,IAB2 Automotive,0.61
uk midday briefing astrazeneca rejects pfizers final bid,IAB3 Business,0.17
plastic sullies 88 per cent ocean surfaces,IAB24 Uncategorized,0.1
map states paid obamacare rates,"IAB11 Law, Gov’t & Politics",0.14
eric hill bachelorette passes away accident,IAB12 News,0.2
rptupdate 2china official pmi hits 5month high may boding well q2,IAB12 News,0.17
8 people follow twitter shouldnt,IAB24 Uncategorized,0.43
dancing stars week 4 preview probable switchup pairings,IAB17 Sports,0.19
facebook require separate mobile app messages,IAB24 Uncategorized,0.11
google unleashes slew new glass apps,IAB19 Technology & Computing,0.22
rob kardashians problems bigger weight,IAB24 Uncategorized,0.11
interest rates hold week pressure preelection move mounts,"IAB11 Law, Gov’t & Politics",0.26
sony xperia z2 vs htc one m8 premium device comparison,IAB14 Society,0.68
boston dance concert attendees hospitalized minor symptoms,IAB1 Arts & Entertainment,0.41
circus performers apparatus collapse left eight hospital caught camera,IAB1 Arts & Entertainment,0.49
medina county ranked 4 healthiest state second consecutive year,IAB7 Health & Fitness,0.18
ufo sighting aldrin spotted ufo 1969 apollo 11 flight,IAB12 News,0.25
citigroup agrees pay 7bn settle investigation misselling loans,IAB12 News,0.21
richard attenborough actor oscarwinning director dies,IAB1 Arts & Entertainment,0.27
british girls found obese western europe,IAB20 Travel,0.11
qualcomm incs share price posts increasing profit concern,IAB19 Technology & Computing,0.49
greece wants third bailout euro zone hopeful cautious,IAB12 News,0.24
costs climate change steep tough tally,IAB24 Uncategorized,0.21
google io preview next version android could see big changes,IAB19 Technology & Computing,0.12
amber heard tired sexy,IAB18 Style & Fashion,0.11
louis tomlinsons racist pot smoking video comment overshadowed justin,IAB12 News,0.38
walsh school nutrition gains risk lunch standards eased,IAB12 News,0.32
retro 70s style captain america poster revealed,IAB17 Sports,0.14
orange new black set third season,IAB1 Arts & Entertainment,0.13
kim kardashian kanye west decided postpone north wests,IAB20 Travel,0.22
see dr dre become raps first billionaire 32 billion applebeats,IAB3 Business,0.17
northampton town centre church opening doors easter shoppers,IAB23 Religion & Spirituality,0.35
fire concerns skyrocket fourth july weekend,IAB12 News,0.23
motorized exoskeleton paralyzed people approved fda,IAB12 News,0.13
five best fitness getaways summer,IAB17 Sports,0.27
chinas ecommerce giant aggressive flush cash,IAB3 Business,0.4
cannes watch uma thurman wow psychedelic canary yellow versace,IAB1 Arts & Entertainment,0.32
apple lets commoners os x betas,IAB19 Technology & Computing,0.16
robin thicke hasnt seen wife four months,IAB6 Family & Parenting,0.35
hey google somethings missing time travel maps arizona,IAB20 Travel,0.42
singer mya denies jay z affair following cheating rumours never never,IAB12 News,0.36
game thrones recap dont choose sides,IAB24 Uncategorized,0.26
mkm partners downgrades symantec symc sell,IAB3 Business,0.16
emma stone love andrew garfield much,IAB1 Arts & Entertainment,0.09
nokia x2 android phone specs comparison price india,IAB13 Personal Finance,0.13
google security chrome chrome os android immune heartbleed bug,IAB19 Technology & Computing,0.42
samsung galaxy family,IAB19 Technology & Computing,0.34
boj said mull keeping big balance sheet target,IAB3 Business,0.28
photo kim kanye accessorize baby north vogue spread,IAB18 Style & Fashion,0.3
sterling stays strong 170 boe fed paths diverge,IAB12 News,0.11
study running 5 minutes day could add years life,IAB7 Health & Fitness,0.17
watch solange jay z explain elevator fight saturday night live,IAB1 Arts & Entertainment,0.16
healthy placenta home mouth bacteria study,IAB15 Science,0.45
robin thicke attacked twitter,IAB24 Uncategorized,0.1
dont expand state medicaid reform,IAB24 Uncategorized,0.24
pharmacy benefit manager pushes gilead science cut high cost hepatitis c,IAB15 Science,0.46
5 ways bachelor ruining marriage,IAB24 Uncategorized,0.17
vietnam sea spat part chinas larger strategy experts,IAB12 News,0.14
amazon release fire phone us,IAB12 News,0.15
reports ecigarette injury jump amid rising popularity,IAB12 News,0.42
harry potter older man,IAB9 Hobbies & Interests,0.12
gm offer loaner cars 500 cash recalled car owners,IAB2 Automotive,0.13
guardians galaxy review,IAB24 Uncategorized,0.11
police say man shot detroits cinco de mayo parade dies hospital 24year,IAB12 News,0.28
microsoft released office ipad aapl msft,IAB19 Technology & Computing,0.5
barcelona airport nearmiss planes caught video,IAB20 Travel,0.23
traders start tuesday yawn,IAB3 Business,0.28
usda nonallergic peanut moves closer commercial reality 0,IAB3 Business,0.15
kidney dialysis breakthrough saves baby organ failure,IAB12 News,0.2
star wars vii expensive film franchise,IAB1 Arts & Entertainment,0.28
doctors cant reattach rappers penis suicide attempt,IAB12 News,0.19
grimes declines ice bucket challenge als associations animal testing,IAB16 Pets,0.13
microsoft azure tools aim help companies manage hybrid clouds,IAB19 Technology & Computing,0.2
film review deliver us evil,IAB24 Uncategorized,0.18
microsoft corporation expected make biggest job cuts week,IAB3 Business,0.52
whole foods cuts 2014 forecasts competition bites,IAB12 News,0.14
today tax deadline,IAB24 Uncategorized,0.13
update 1entertainer rolf harris tells court sexual chemistry alleged,IAB12 News,0.39
search malaysian jet grows,IAB20 Travel,0.21
wearable tech gaining momentum idc,IAB24 Uncategorized,0.21
googleowned nest launches learning thermostat uk,IAB19 Technology & Computing,0.18
game thrones tv book club lets talk jaimecersei scene,IAB1 Arts & Entertainment,0.46
game thrones review season 4 episode 3 breaker chains,IAB1 Arts & Entertainment,0.24
johnson johnson jnj accepts carlyles cg 4b offer orthoclinical,IAB12 News,0.11
ailing miley cyrus postpones foxwoods casino show remaining us concert,IAB12 News,0.39
curiosity snaps first ever photo asteroids mars,IAB15 Science,0.59
linkedin corp lnkd earnings report connect investors time,IAB3 Business,0.35
ann b davis alice brady bunch schultzy bob cummings,IAB1 Arts & Entertainment,0.14
business briefs airtrans final flight scheduled december,IAB3 Business,0.53
cant bothered read piketty heres cheats guide,IAB24 Uncategorized,0.26
divergent teen warriors defeat muppets box office 0,IAB1 Arts & Entertainment,0.52
us city moves stop monkey parking,IAB12 News,0.16
drowsy drivers 2,IAB20 Travel,0.23
proteome sciences develops blood test early warning signs alzheimers,IAB15 Science,0.78
police dig fatal shooting jaces wife,IAB12 News,0.14
west africa ebola outbreak still spreading situation serious,IAB12 News,0.28
dollar holds gain yellen testimony,IAB12 News,0.25
starbucks introduces wireless charging,IAB8 Food & Drink,0.43
new red band trailer sex tape,IAB12 News,0.58
british sailor may seen flight mh370 disappeared,IAB12 News,0.22
hyundai ix25 compact suv unveiled 2014 beijing motor show,IAB2 Automotive,0.67
target ceo data breach canadian expansion misstep,IAB3 Business,0.46
google unveils android wear project lg motorola make first smartwatches,IAB19 Technology & Computing,0.31
emmywinning actor taylor passes 67,IAB1 Arts & Entertainment,0.22
chimerix says hundreds requests early use virus drug,IAB19 Technology & Computing,0.12
benham brothers tell deadline smear,IAB3 Business,0.16
game thrones recap wine,IAB8 Food & Drink,0.23
jason momoa play aquaman get punched face,IAB1 Arts & Entertainment,0.32
gm offering dealer bonuses speed ignitionswitch repairs,IAB3 Business,0.17
google cameras safeguard home soon,IAB19 Technology & Computing,0.11
longjobless hopes dim,IAB4 Careers,0.32
chocolate pills cardiovascular health,IAB7 Health & Fitness,0.26
anyone sign buy google glass tomorrow,IAB19 Technology & Computing,0.37
big bang theory season 8 premiere date sheldon leonard penny,IAB15 Science,0.41
sunscreen drink colorado company says got one experts arent,IAB3 Business,0.2
less smoking sex fighting among us high school kids cdc,IAB12 News,0.17
high lime prices kill celebrations,IAB1 Arts & Entertainment,0.13
rba kept interest rate unchanged 25 may policy meeting,IAB3 Business,0.22
disney skates higher earnings,IAB1 Arts & Entertainment,0.39
twitter amex yelp among stocks watch,IAB12 News,0.12
jupiters red spot shrinking scientists dont know,IAB15 Science,0.45
letterman gets visit successor colbert,IAB12 News,0.13
holes android os create playground hackers,IAB19 Technology & Computing,0.14
sony bring playstation 4 china,IAB19 Technology & Computing,0.23
indianapolis man crowned winner nbcs voice,IAB12 News,0.17
drought plains hurt us wheat projections corn soybeans well,IAB12 News,0.12
burberry buoyed 20 sales growth asia,IAB3 Business,0.33
simulated cosmos 4,IAB15 Science,0.13
news analysis investor june 16 2014,IAB12 News,0.74
photo blog best things saw e3,IAB1 Arts & Entertainment,0.44
anger management beginning sheen needs review,IAB24 Uncategorized,0.16
release dates steven spielbergs cold war thriller adaptation,IAB1 Arts & Entertainment,0.66
rolling stone cover julia louisdreyfus features glaring gaffe,IAB12 News,0.08
cocacola sells drinks soda dips first global soda decline since 1999,IAB3 Business,0.16
barclays cut nearly onethird investment banking jobs shed 19000 jobs,IAB3 Business,0.43
everything know obesity wrong,IAB12 News,0.3
brand new xmen trailer,IAB1 Arts & Entertainment,0.39
googles nest kicks third party developer program,IAB19 Technology & Computing,0.13
rebuilding hp braces layoffs,IAB3 Business,0.16
saudi arabia reports 2 deaths mers virus,IAB12 News,0.42
happens next game thrones,IAB17 Sports,0.47
generation tanners see 200 spike deadly melanoma,IAB12 News,0.16
beyonce jay z release starstudded mock trailer run tour,IAB20 Travel,0.27
kanye west stopped concert complain super hard life,IAB1 Arts & Entertainment,0.23
craft beers rise despite industry decline,IAB9 Hobbies & Interests,0.11
samsung unveils wristband give realtime helth fitness,IAB7 Health & Fitness,0.6
walking dead rick grimes back,IAB20 Travel,0.12
warner bros delays batman arkham knight lego batman 3 waiting,IAB1 Arts & Entertainment,0.44
walking dead season 4 finale hershel always intended return,IAB1 Arts & Entertainment,0.14
says 7 million killed due air pollution 2 indian cities top 10 highly,IAB12 News,0.37
samsung acts vs smartphone theft,IAB19 Technology & Computing,0.17
actor michael jace charged wifes shooting death,IAB1 Arts & Entertainment,0.36
kim kardashian kanye west married yet north west mom confirms shes,IAB6 Family & Parenting,0.39
fcc extends net neutrality comment period overwhelming surge,"IAB11 Law, Gov’t & Politics",0.15
japans plutonium plan hits new local obstacles,IAB12 News,0.18
rolf harriss portrait queen bbcs collection,IAB3 Business,0.55
samsung working virtual reality headset,IAB19 Technology & Computing,0.4
ceo whitman takes chairman post hp,IAB3 Business,0.13
noah,IAB24 Uncategorized,0.15
smart driving assistant comes android safetyfocused disturb,IAB2 Automotive,0.17
ebola found dead fever victims guinea,IAB16 Pets,0.49
opentable deal priceline extends hold spendy travelers,IAB20 Travel,0.34
automatic launches android dismisses friends drive,IAB2 Automotive,0.38
yahoo celebritys best person internet month idina menzel,IAB12 News,0.34
warmist group admits obamas co2 restrictions pointless,IAB14 Society,0.16
jolie stella mccartney team kids clothing line,IAB18 Style & Fashion,0.62
oprah winfrey returning atlanta philips arena sept 56,IAB1 Arts & Entertainment,0.34
bachelorette awkward goodbye,IAB12 News,0.16
prince george cambridge walks prince williams polo match see,IAB17 Sports,0.58
lenovo annual net profit rises 29,IAB3 Business,0.18
facebook okcupid admits experimenting user compatability,IAB24 Uncategorized,0.13
nest nabbing nike fuelband engineers android wear must,IAB19 Technology & Computing,0.14
abc renews popular dramas revenge scandal greys anatomy,IAB12 News,0.37
royals child mental health event,IAB12 News,0.24
mcdonalds serve free coffee two weeks,IAB8 Food & Drink,0.6
bandits raid samsung plant brazil make massive haul electronics,IAB19 Technology & Computing,0.75
ecb seen buying assets within year draghi rate cuts end,IAB3 Business,0.55
former chairman morgan stanley asia stephen roach end chinese,IAB3 Business,0.17
smallpox virus found unsecured nih lab,IAB12 News,0.28
kim kanye wedding reports false,IAB12 News,0.43
stocks rise tech shares,IAB19 Technology & Computing,0.32
asia shares mixed china data,IAB24 Uncategorized,0.2
stephen colbert fire comedy centrals racist tweet based satirical,IAB1 Arts & Entertainment,0.29
official taylor swift coolest celebrity friends photos,IAB12 News,0.1
us gasoline prices fall 1st time 12 weeks,IAB3 Business,0.14
sharknado sequel sets ratings record syfy original movie 39 million,IAB1 Arts & Entertainment,0.29
postal service loss hits 19 billion package volume,IAB24 Uncategorized,0.15
fossils giant titanosaur found argentina,IAB15 Science,0.27
view host sherri shepherds husband seeks separation,IAB12 News,0.18
miley cyrus plays london canceled tour dates,IAB20 Travel,0.32
googles threat maybe traditional retailers,IAB3 Business,0.21
lady gaga premieres guy video watch,IAB1 Arts & Entertainment,0.15
star wars episode vii casts familiar furry face,IAB1 Arts & Entertainment,0.38
nokia warns customers shock,IAB24 Uncategorized,0.16
report lindsay lohan sex list fake,IAB12 News,0.56
brent slides towards 108 chinese exports,IAB3 Business,0.22
simon cowell chance getting elvis ghandi x factor judge,IAB1 Arts & Entertainment,0.27
jay z solange incident spoofed saturday night live,IAB1 Arts & Entertainment,0.17
tesla motors inc nasdaqtsla problem trademark issue china,IAB2 Automotive,0.2
cesar chavez facts leave biopic flat,IAB24 Uncategorized,0.19
robin thicke debuts get back billboard music awards 2014,IAB1 Arts & Entertainment,0.13
angry birds launching transformers game birds disguised robots disguise,IAB1 Arts & Entertainment,0.13
amy van dykenrouens indomitable spirit,IAB23 Religion & Spirituality,0.12
new study finds high salt intake overweight teens accelerates cellular aging,IAB15 Science,0.37
chinas dirt stinks 16 soil polluted govt survey,IAB12 News,0.14
3 mistakes avoid signing obamacare today,IAB14 Society,0.13
twitter tech stocks soar directv spikes chiquita looks slippery,IAB19 Technology & Computing,0.26
alcoholrelated deaths urges governments action,"IAB11 Law, Gov’t & Politics",0.14
local hospitals rank us ranking,IAB12 News,0.24
blackberry buys german antieavesdropping tool merkel uses,IAB19 Technology & Computing,0.17
trust gut obamacare,"IAB11 Law, Gov’t & Politics",0.35
gene linked suicidal behavior,IAB12 News,0.21
video first look dwayne johnson new hercules poster trailer,IAB1 Arts & Entertainment,0.2
yuan trading band expanded,IAB3 Business,0.21
organic foods pioneer rethink strategy,IAB24 Uncategorized,0.15
casey kasem dies 82,IAB24 Uncategorized,0.08
google amazon launch sameday delivery la area,IAB22 Shopping,0.18
tyler creator plays dallas show arrest sxsw,IAB17 Sports,0.35
get slightly neutered exquisitely acted tribute james brown,IAB1 Arts & Entertainment,0.14
update 1us private sector adds 281000 jobs june adp,IAB3 Business,0.53
gms new onstar 4g lte wifi stakes lead connectivity,IAB19 Technology & Computing,0.17
amazons app store triples size ahead rumoured smartphone launch,IAB2 Automotive,0.13
climate change scientists urge policy makers wait,IAB15 Science,0.31
science says women like terrible dance moves,IAB15 Science,0.87
big day airline news,IAB12 News,0.66
study young dads also risk postpartum depression,IAB6 Family & Parenting,0.27
mozilla names beard interim ceo leadership upheaval 1,IAB4 Careers,0.14
video internet abuzz topless woman trashed mcdonalds pinellas,IAB8 Food & Drink,0.79
school reverses decision suspend girl shaved head friend,IAB5 Education,0.47
thor alien space horse frog woman really,IAB20 Travel,0.4
safe sunscreen,IAB24 Uncategorized,0.13
nhtsa dismissed gm ignition defect tied 13 deaths wvideo,IAB12 News,0.25
hindustan motors terminates production ambassador,IAB2 Automotive,0.25
bird 21foot wingspan could largest ever live,IAB20 Travel,0.11
forex euro drops 007 dollar,IAB12 News,0.22
apple hires tag heuers sales director upcoming iwatch,IAB19 Technology & Computing,0.37
uae reveals plan launch mars spaceship 2021,IAB12 News,0.34
apple comcast talks streaming tv report,IAB12 News,0.26
roches breast cancer drug priced high uk watchdog states,IAB12 News,0.16
nokia concocts new android overlay z launcher,IAB19 Technology & Computing,0.17
inhofe statement presidents national climate assessment,IAB12 News,0.24
