text,iab_label,confidence
wall street stocks climb fourth straight gain sp 500,IAB3 Business,0.17
possible pesticide link autistic disorders,IAB15 Science,0.3
brittany murphys last movie open april,IAB1 Arts & Entertainment,0.21
michaels shares ends flat trading debut,IAB3 Business,0.15
lg continues tease g3 three promo videos,IAB12 News,0.14
hemsworth pataky release newborn twins names,IAB16 Pets,0.19
gamestop corp misses q4 estimates shares sink gme,IAB3 Business,0.55
google voice killed merged hangouts,IAB24 Uncategorized,0.15
pharrell odd thoughts hillary 2016 republican twerking,IAB24 Uncategorized,0.14
goodbye four loko end era cheap drinking,IAB24 Uncategorized,0.17
transcendence sizzle steak,IAB8 Food & Drink,0.5
josh murray slams nick viall admitting slept andi dorfman,IAB12 News,0.2
seattlebased redfin may get higher ipo price zillowtrulia deal,IAB21 Real Estate,0.43
paltrow thanks supporters split,IAB16 Pets,0.22
harrison ford could miss eight weeks star wars shoot due injury,IAB17 Sports,0.56
50 shades grey movie news first photo christian grey released,IAB12 News,0.68
morning jolt mickey rooney dies 93,IAB12 News,0.23
walmarts new tool gives prices competitors,IAB3 Business,0.37
guard ticks lyme disease,IAB20 Travel,0.15
walking dead gareth three best theories,IAB24 Uncategorized,0.09
captain america crushes johnny depp holds heaven real box,IAB17 Sports,0.31
cms publishes inpatient prospective payment system ipps fy 2015 proposed,IAB12 News,0.25
htc one m8 arrive google play edition,IAB19 Technology & Computing,0.2
fiat chrysler ceo chairman confident merger get final ok,IAB2 Automotive,0.55
renowned poet author maya angelou dies 86,IAB24 Uncategorized,0.12
autopsy expected fashion designer lwren scott,IAB18 Style & Fashion,0.38
black back blackberry stock likely recover time bbry,IAB3 Business,0.13
omg kardashian sisters looked like years back photo,IAB18 Style & Fashion,0.14
elisabeth hasselbeck talks rosie odonnells rumored return view,IAB12 News,0.24
google acquires restaurant site builder appetas shuts staff work,IAB8 Food & Drink,0.33
oracle revenue profit trail estimates cloud competition 1,IAB19 Technology & Computing,0.25
hunger games mockingjay teaser trailer address,IAB1 Arts & Entertainment,0.1
sir paul mccartney flies japan,IAB20 Travel,0.31
johnny depp amber heard host starstudded engagement party los,IAB1 Arts & Entertainment,0.16
w african nations begin crisis talks ebola spreads,IAB12 News,0.23
snake species lost nearly 8 decades rediscovered remote island,IAB15 Science,0.16
songwriter jesse winchester dead 69,IAB24 Uncategorized,0.12
jessica barrymore drew barrymores halfsister found dead car near,IAB12 News,0.22
sierra leone chief doctor dead ebola two americans get infected,IAB12 News,0.12
hboamazon deal good everyone except netflix,IAB3 Business,0.16
bryan singers addresses sex abuse allegations new statement completely,IAB12 News,0.33
vodafone fy pretax loss widens profit surges disposal us group,IAB3 Business,0.29
schumachers medical files possibly stolen,IAB15 Science,0.47
deadmau5 pays tribute avicii emergency ultra 2014 set,IAB1 Arts & Entertainment,0.31
new game thrones season 4 trailer cersei always gets wants,IAB1 Arts & Entertainment,0.34
urgent dow record high,IAB12 News,0.25
christina hendricks wants game thrones,IAB1 Arts & Entertainment,0.26
4 new mers deaths 18,IAB12 News,0.21
spains q1 unemployment rate rises 259 percent,IAB12 News,0.17
jayz brings labor day weekend festival la,IAB1 Arts & Entertainment,0.29
paul mazursky 19302014 director focused relationships,IAB6 Family & Parenting,0.09
japan redesign whale hunt antarctic despite icj ruling,IAB12 News,0.23
normal heart flawed beats passion,IAB24 Uncategorized,0.15
charlie mitchell sunshine best remedy medicare medicaid fraud,IAB12 News,0.26
amazon likely ring smartphone today,IAB19 Technology & Computing,0.28
applications jobless aid hits 7year low,IAB12 News,0.23
beatles ringo starr discusses mad hard days night movie 50th,IAB1 Arts & Entertainment,0.21
thousands take chocolate pills huge 4year test,IAB12 News,0.1
observatories confirm first earthsized potentially habitable planet,IAB15 Science,0.36
china evacuates nationals vietnam deadly riots,IAB20 Travel,0.21
xbox one vs playstation 4 microsofts point view ps4,IAB19 Technology & Computing,0.27
extra scoop angelina jolie says hollywood moms shouldnt complain,IAB12 News,0.55
alcatel lucent sa share price narrows firstquarter loss reaffirms turnaround,IAB19 Technology & Computing,0.32
amazing spiderman 2 film teases carnage venom,IAB1 Arts & Entertainment,0.61
chelsea handler ends 7year run e,IAB4 Careers,0.17
three villains rumored batman v superman dawn justice,IAB12 News,0.41
2 britons arrested oil theft nigeria,IAB12 News,0.35
game congratulates dr dre beats electronicsapple deal,IAB17 Sports,0.21
tmobile us launches unradio streaming music service united states,IAB24 Uncategorized,0.46
students opt electric shock sitting alone thoughts,IAB24 Uncategorized,0.32
jada pinkett smith slams sexual willow moises arias claims youre,IAB12 News,0.23
stars share selfies billboard awards,IAB1 Arts & Entertainment,0.15
monty python mostly live first night reaction,IAB16 Pets,0.21
miley cyrus hospitalized severe allergic reaction,IAB6 Family & Parenting,0.13
spacex rocket lifts space station cargo run,IAB20 Travel,0.49
euro flat dollar london,IAB20 Travel,0.19
beyoncé solange pose together first time since jay z lift incident,IAB1 Arts & Entertainment,0.23
microsoft tap indias budget smartphone market cheaper windows,IAB19 Technology & Computing,0.2
communitys dan harmon finally comments shows indefinite future,IAB24 Uncategorized,0.28
100 arrested global crackdown peeping tom malware,IAB12 News,0.14
sales new houses disappoint july dimming hopes economic boost,IAB21 Real Estate,0.56
delta increases q1 profit despite bad weather,IAB3 Business,0.26
much lufthansa lose pilots strike,IAB12 News,0.21
atlas v rocket launches topsecret satellite space,IAB24 Uncategorized,0.22
anna wintour explains decision put kanye west kim kardashian,IAB18 Style & Fashion,0.18
twitter goes temporarily service restored brief outage,IAB24 Uncategorized,0.12
etihad buy 49 stake alitalia expand global reach,IAB20 Travel,0.27
homenewsbusinesssigourney weaver talks reprising alien role new,IAB12 News,0.49
review transformers,IAB19 Technology & Computing,0.17
aaa predicts major boom holiday travel,IAB20 Travel,0.45
goonies sequel release date still vague despite confirmation,IAB24 Uncategorized,0.45
new home sales grew april 64 percent,IAB21 Real Estate,0.5
south koreas kakao merge top online portal,IAB3 Business,0.14
big brother 16 spoilers joey reveals team america twist sort,IAB17 Sports,0.3
supermoon rises weekend first supermoon 2014,IAB15 Science,0.15
revealed biting flies behind zebras stripes formation,IAB15 Science,0.24
vw signals outsell gm china second straight year,IAB12 News,0.13
climate change ignorance risky business say paulson bloomberg,IAB3 Business,0.32
flixster movie android app update enables google chromecast support,IAB19 Technology & Computing,0.25
malaysian airlines mh17 passenger plane carrying 295 people including,IAB20 Travel,0.34
googles building 7inch project tango tablets see world around,IAB20 Travel,0.34
mickey rooney died,IAB16 Pets,0.33
watch jack bauer try save london new trailer 24 live another day,IAB1 Arts & Entertainment,0.27
fund selector bonds choose,IAB24 Uncategorized,0.12
robert pattinson admits kristen stewart still keep touch,IAB6 Family & Parenting,0.08
david fincher says sayonara aaron sorkins steve jobs biography,IAB4 Careers,0.42
foo fighters pulls legendary stunt secret show preservation hall,IAB17 Sports,0.18
earth going bulgaria,IAB20 Travel,0.39
maligned california glove law officially repealed,IAB12 News,0.24
listen princes new single breakdown,IAB12 News,0.14
marvels doctor strange directed scott derrickson,IAB15 Science,0.18
record 672 million world cup tweets boost twitter gains,IAB17 Sports,0.78
google offer rayban oakley versions glass,IAB19 Technology & Computing,0.09
lana del rey lana del rey performed free,IAB1 Arts & Entertainment,0.29
bored electrical shock,IAB24 Uncategorized,0.13
unearthing video game history,IAB12 News,0.18
report top dj aviciis trip hospital cancels miami beach show,IAB12 News,0.42
russia deputy prime minister kozak included eu sanctions list,"IAB11 Law, Gov’t & Politics",0.11
johnson county kan resident dies infection braineating amoeba,IAB12 News,0.22
jobless claims near sevenyear low,IAB12 News,0.22
nickel ipads trigger allergic reactions,IAB19 Technology & Computing,0.2
fcc thought new rules violated net neutrality back 2011,"IAB11 Law, Gov’t & Politics",0.28
big bang theory risk getting cancelled cast might,IAB15 Science,0.23
solange knowles good jay z lift attack,IAB17 Sports,0.18
vinyl vinyls eve record store day collectors cant seem agree,IAB9 Hobbies & Interests,0.18
us researchers develop aftersex vaginal gel prevent hiv infection,IAB15 Science,0.32
spiders gasoline recall fears spiders gas tanks spark mazda 6 recall,IAB2 Automotive,0.53
usa facing cancer care crisis asco,IAB14 Society,0.52
greek market return fed minutes spur periphery debt rally,IAB12 News,0.17
amazoncom given outperform rating cowen company amzn,IAB3 Business,0.35
marco rubios climate change remarks fly face facts,IAB12 News,0.36
flaming lips working mgmt miley cyrus sgt peppers,IAB3 Business,0.35
game thrones season 4 episode 10 two swords review,IAB1 Arts & Entertainment,0.46
apple misleading children free apps says european commission,IAB19 Technology & Computing,0.28
ryan lewis talks mothers battle hiv,IAB12 News,0.36
exclusive mtv movie awards feature paul walker tribute,IAB1 Arts & Entertainment,0.38
ny slaps 75m fine exbofa cfo price,IAB3 Business,0.22
chart day eurozone inflation edging close zero,IAB12 News,0.12
british unemployment rate drops 7,IAB12 News,0.16
antarctica loses 159 gigatonnes ice year show satellite images,IAB15 Science,0.15
zac efron friends worried sick actor drugs skid row fight,IAB1 Arts & Entertainment,0.18
nbc extends lauers contract,IAB12 News,0.39
doctor ecstatic womans facial surgery,IAB12 News,0.17
merger launches new chapter fiat chrysler automobiles,IAB2 Automotive,0.69
amazon appears testing unlimited kindle ebook subscription,IAB19 Technology & Computing,0.21
scott asheton stooges dies 64,IAB24 Uncategorized,0.1
jennifer lopez drops fbomb american idol,IAB12 News,0.15
camels likely spreading deadly mers virus saudi arabia,IAB15 Science,0.18
ukraine crisis russian sanctions screw tightened,IAB12 News,0.2
earthrise captured nasas reconnaissance orbiter,IAB20 Travel,0.18
pricelines swallowing opentable 26b investigated low,IAB15 Science,0.08
universe may exist multiverse cosmic inflation discovery suggests,IAB15 Science,0.26
katherine webb engaged aj mccarron photos,IAB3 Business,0.08
miners rally separatists eastern ukraine,IAB24 Uncategorized,0.16
recap scandal watchwe finally meet fitz mellies kids,IAB6 Family & Parenting,0.31
uk jobless rate fell 69 february ons,IAB12 News,0.16
dwayne johnson makes official hercules debut,IAB17 Sports,0.16
tesco hudl smartphone launch 2014 android aggressive pricing,IAB19 Technology & Computing,0.22
cannes marion cotillard shines dardennes two days one night,IAB1 Arts & Entertainment,0.32
fed decision fails prop dow jones industrial average,IAB3 Business,0.16
remembrance casey kasem mattered long,IAB14 Society,0.09
teenage mutant ninja turtles watch trailer,IAB1 Arts & Entertainment,0.24
trihealth hospitals ranked first cincinnati metro area 20142015,IAB12 News,0.22
mickey rooney career stretched child star familyfavorite entertainer,IAB4 Careers,0.37
pro ukrainians attacked rally,IAB17 Sports,0.18
uclas pauley pavilion drenched pipe breaks,IAB17 Sports,0.09
lenovo recalls thinkpad batteries due fire risk,IAB19 Technology & Computing,0.58
chicken hell dinosaur gets real name,IAB24 Uncategorized,0.17
gm invest 12 billion china,IAB3 Business,0.38
kim kardashian goes ridiculous lengths prove shes good mom video,IAB6 Family & Parenting,0.63
currencies euro drops draghi comfortable easing june,IAB12 News,0.13
google gets nervous twitch 1 billion acquisition,IAB3 Business,0.2
windows 9 needs reach business users sooner rather later,IAB3 Business,0.57
voice season 6 playoffs shakira keep competition,IAB17 Sports,0.21
kiwi remain pet currency sell signal texas crude,IAB16 Pets,0.45
met mother season 9 final episodes spoiler creator hints guest,IAB6 Family & Parenting,0.2
air traffic doubles safety challenge,IAB20 Travel,0.25
hormel adds muscle milk lineup 450 million deal,IAB3 Business,0.3
asiana crash investigation boeing cockpit controls need review,IAB12 News,0.21
oecd projects slowing global growth rising income equality 2060,IAB24 Uncategorized,0.13
hewlettpackard 2ndquarter profit climbs sales fallupdate 2,IAB19 Technology & Computing,0.22
rick ross arrested super jam performance greensboro,IAB1 Arts & Entertainment,0.35
billionaire activist meet white house officials,"IAB11 Law, Gov’t & Politics",0.21
former intern blackmailing jay z 30m recordings,IAB4 Careers,0.12
flight mh370 pilot deleted files boeing 777 simulator home,IAB20 Travel,0.14
donald levine father gi joe dies 86,IAB6 Family & Parenting,0.33
godzilla opens smashing 932 million wnem tv 5,IAB12 News,0.3
xbox one controller pc drivers come says microsofts albert penello,IAB19 Technology & Computing,0.56
samsung introduces thin light galaxy tab stunning adaptive display,IAB19 Technology & Computing,0.19
trapped tracks,IAB20 Travel,0.18
first summer supermoons visible weekend,IAB15 Science,0.13
surface pro 3 vs lenovo yoga 2 13 specs prices features compared,IAB19 Technology & Computing,0.16
right forgotten google may useful eu mess,IAB24 Uncategorized,0.28
lenovo yoga chromebook shown intel event 360 degree rotating,IAB19 Technology & Computing,0.48
blackberry wins court order banning ryan seacrestbacked typo iphone,IAB19 Technology & Computing,0.22
first device prevent migraine headaches wins fda approval,IAB12 News,0.26
exynos 5433 outperforms snapdragon 805 could heart galaxy,IAB19 Technology & Computing,0.27
noah russell crowe emma watson wow crowds london premiere,IAB1 Arts & Entertainment,0.35
fda approves entyvio ulcerative colitis crohns disease,IAB24 Uncategorized,0.13
ukraine agrees 50 gas price hike,IAB14 Society,0.13
notes mustreads monday may 19 2014,IAB12 News,0.13
avicii fans hospitalized boston gig drug alcohol consumption,IAB17 Sports,0.19
lupita nyongo flies onto red carpet feathers fierceness met,IAB1 Arts & Entertainment,0.27
abbvie raises bid shire,IAB9 Hobbies & Interests,0.1
tesla confirms rolling 3rdgeneration vehicle 2017,IAB12 News,0.25
buns eggs bunnies,IAB16 Pets,0.48
susan sarandon peer pressured tammy role,IAB1 Arts & Entertainment,0.1
twitter says government requests user data grew sharply past 6 months,"IAB11 Law, Gov’t & Politics",0.11
guinea hemorrhagic fever may crossed sierra leone,IAB20 Travel,0.25
htcs new flagship smartphone hit uae stores,IAB19 Technology & Computing,0.4
5 things missed apple releases ios 71 tumblr allows updates phone,IAB19 Technology & Computing,0.42
25 years web,IAB12 News,0.18
video president obama fix bridges roads,IAB12 News,0.25
wall st chinese us data yellen comments,IAB3 Business,0.1
kim kardashian mom kris jenner show bikini bodies sexy instagram,IAB6 Family & Parenting,0.3
kim kardashian kanye west spent four days retouching wedding,IAB1 Arts & Entertainment,0.3
android tv settop box unveiled google io,IAB19 Technology & Computing,0.46
facebook launches optional nearby friends android ios,IAB24 Uncategorized,0.12
channel beat microsoft cuts jobs history company,IAB3 Business,0.34
gas price update iraq crisis impacting local costs,IAB13 Personal Finance,0.2
kim kardashian vs jennifer lopez clash cleavage,IAB18 Style & Fashion,0.23
chris martin coldplay get ready rock graham norton show,IAB1 Arts & Entertainment,0.43
justin bieber channels iconic james dean instagram similarities,IAB1 Arts & Entertainment,0.29
microsoft working patch newly discovered internet explorer flaw xp users,IAB19 Technology & Computing,0.36
entertainer rolf harris sentenced 5 years 9 months sex abuse,IAB12 News,0.19
heres octopus doesnt get tangled video,IAB24 Uncategorized,0.14
set smartphone someone whos never used one,IAB19 Technology & Computing,0.15
shailene woodleys legit celebrity 25 without cell phone,IAB12 News,0.14
sign health care today,IAB24 Uncategorized,0.18
poor diagnosis driving global multidrugresistant tb,IAB24 Uncategorized,0.14
us judge okays us18 b sac insidertrading settlement,IAB3 Business,0.14
growth slows obesity rates climb oecd,IAB24 Uncategorized,0.19
lg g3 smartphone whos first,IAB19 Technology & Computing,0.23
spring breakers second coming producers fire back james franco,IAB1 Arts & Entertainment,0.17
selena gomez thinks miley cyrus diss lame,IAB1 Arts & Entertainment,0.16
lithium technologies buys klout 200 million,IAB15 Science,0.13
gold higher,IAB24 Uncategorized,0.07
tesla motors share supercharger details mean electric cars,IAB2 Automotive,0.39
astrazeneca pfizer top ten investor backs milibands public interest test,IAB3 Business,0.24
canceled tv show community gets new life yahoo,IAB1 Arts & Entertainment,0.19
astras stellar rise follows pfizer interest,IAB17 Sports,0.19
alstom approves ges updated offer acquire power grid business,IAB3 Business,0.62
china moves oil rig drilling protested vietnam enters 2nd stage,IAB12 News,0.21
tmobile resuming trading following iliad offer sprint falls,IAB2 Automotive,0.21
nasa boeing finalize 28b space rocket contract,IAB12 News,0.3
medicare director satisfied quality measures,IAB24 Uncategorized,0.15
second hunger games teaser trailer sees capitol getting rude interruption,IAB1 Arts & Entertainment,0.14
lorde pens hunger games mockingjay part 1 single,IAB1 Arts & Entertainment,0.19
report jason momoa rumored play aquaman batman v superman,IAB12 News,0.52
rare film footage shows fdr walking,IAB7 Health & Fitness,0.16
film review mr peabody sherman 2014,IAB1 Arts & Entertainment,0.14
west nile virus detected shasta county,IAB12 News,0.18
miley cyrus recuperated hospital stay shopping,IAB22 Shopping,0.53
sozzi lwren scotts death could mean rl kors,IAB17 Sports,0.17
one directions zayn malik louis tomlinson smoke drugs leaked footage,IAB20 Travel,0.24
microsoft finds surprising new ways undermine windows hardware,IAB19 Technology & Computing,0.25
johnny depp subpoenaed murder case,IAB12 News,0.2
simple blood test predict youll alive 5 years please,IAB15 Science,0.48
dawn planet apes promises heartfelt destruction,IAB12 News,0.18
fruitland mo firm recalls beef mad cow disease concerns,IAB3 Business,0.44
megan fox yelled hindering commute tmnt filming,IAB20 Travel,0.52
exmp asks google right forgotten,IAB24 Uncategorized,0.39
lithium technologies acquires,IAB15 Science,0.14
study drought costing calif billions agriculture job losses,IAB15 Science,0.37
apple weekly news roundup facebook vs snapchat yo iwatch,IAB12 News,0.51
gbpusd outlook shifs bearish neutral uob group,IAB24 Uncategorized,0.12
latam airlines group pax 3 82 load factor jun2014 cargo,IAB20 Travel,0.23
northeast ohio jeopardy champion unseated 12day run,IAB12 News,0.14
funeral held peaches geldof,IAB8 Food & Drink,0.18
2015 smart forfour harman sound system,IAB24 Uncategorized,0.1
hormel acquire muscle milk maker 450 million,IAB3 Business,0.35
kim kardashian kanye west exchange vows florence,IAB1 Arts & Entertainment,0.18
fortified foods poisoning children,IAB8 Food & Drink,0.25
creative cloud release annual meeting schedule recognition stake,IAB19 Technology & Computing,0.27
angus jones talks two half men exit paid hypocrite,IAB12 News,0.12
weekend box office transformers gives 2014 first 100 million opener,IAB1 Arts & Entertainment,0.34
us stock market hit nasdaq biotech rout,IAB3 Business,0.19
22 jump street leaps top north american box office,IAB1 Arts & Entertainment,0.42
sinead oconnor announces new details upcoming album im bossy,IAB12 News,0.6
imf increases forecast uzbekistans gdp 7 percent growth 2014,IAB3 Business,0.14
brad pitt star general mcchrystal operators movie,IAB1 Arts & Entertainment,0.17
neil young finally reveals pono sounding quite different,IAB24 Uncategorized,0.09
faa proposes fine southwest airlines improper 737 repairs,IAB20 Travel,0.17
facebook reveals nearby friends feature,IAB24 Uncategorized,0.09
aunt pippa opens dear prince george characterful,IAB6 Family & Parenting,0.15
helping pregnant nc women quit smoking,IAB12 News,0.21
microsoft surface pro 3 pen pressure calibration tool works,IAB19 Technology & Computing,0.16
baywatch babe pamela anderson still got shows plenty boob,IAB1 Arts & Entertainment,0.41
west antarctic ice sheet collapsing,IAB15 Science,0.17
miley cyrus appear may cover seventeen magazine photo,IAB24 Uncategorized,0.1
google jay z airbnb among 2014 webby winners,IAB3 Business,0.23
embarrassment pakistan faces global travel curbs,IAB20 Travel,0.68
mad men beginning end,IAB24 Uncategorized,0.17
apple acquires beats electronic,IAB19 Technology & Computing,0.25
boj preview yet,IAB12 News,0.15
lg unveils laserfocus enabled g3 smartphone,IAB19 Technology & Computing,0.29
captain america sequel closes 50 million china 4 days,IAB3 Business,0.13
poll google facebook costco best us employers,IAB3 Business,0.52
jobs recovery continues employers add 209000 jobs,IAB3 Business,0.18
tiffany shines bright michaels jumps strong sales smith wesson shares,IAB22 Shopping,0.21
conagra foods cag stock today,IAB8 Food & Drink,0.28
humans detect 1 trillion smells study finds,IAB15 Science,0.48
barclays reaches 280 million settlement loans sold gses,IAB3 Business,0.2
colbert challenges neil degrasse tyson fair balanced,IAB12 News,0.12
gm recalling 15 million vehicles,IAB2 Automotive,0.51
ebay beats q1 earnings 11 percent 899m revenue 14 percent,IAB3 Business,0.79
pippa publicly bullied hot bod,IAB12 News,0.19
npd march 2014 figure ps4 led hardware sales third month row titanfall,IAB19 Technology & Computing,0.37
updated mountain dirt suspected bridge closure,IAB12 News,0.62
forex market gbpusd daily outlook,IAB3 Business,0.1
samsung galaxy tab pro 84 vs nexus 7 vs lg g pad price specs,IAB19 Technology & Computing,0.37
video watch funniest als ice bucket challenge fails,IAB1 Arts & Entertainment,0.1
massive hummus dip recall everything need know,IAB8 Food & Drink,0.48
rare cannibal lancetfish fangs washes beach,IAB12 News,0.13
sta responds reports possible policy changes solar power,IAB12 News,0.17
turkey court bans twitter,"IAB11 Law, Gov’t & Politics",0.15
ahead bell us unemployment benefits,IAB12 News,0.25
senator urges obama administration fully lift crude oil export ban,"IAB11 Law, Gov’t & Politics",0.29
wearable widgets puts android widgets phone google glass,IAB19 Technology & Computing,0.22
sxsw alist artists amp onetime showcase new talent,IAB17 Sports,0.35
blackberry bbry reports 423 million q4 loss,IAB3 Business,0.5
exyukos shareholders awarded compensation,IAB3 Business,0.19
amazon vs hachette,IAB19 Technology & Computing,0.15
jennifer aniston pregnant demands wedding justin theroux refuses,IAB12 News,0.17
unplug comcasttime warner merger,IAB24 Uncategorized,0.22
new urban love loathing buffalo jeff speck responds,IAB12 News,0.34
us warns traveling ebolahit countries bring 2 patients,IAB20 Travel,0.2
musical heathers offers snarky fun lieu joy,IAB1 Arts & Entertainment,0.37
wanna marry harry recap 52014 season 1 premiere royal,IAB1 Arts & Entertainment,0.18
lgs new android phone sharpest screen ever,IAB19 Technology & Computing,0.26
fda okays rapidacting inhaled insulin,IAB12 News,0.24
instagram crosses 200 million users tests facebook places integration,IAB19 Technology & Computing,0.16
samsung elec q1 operating profit dips 3 pct line guidance,IAB19 Technology & Computing,0.4
got songs,IAB1 Arts & Entertainment,0.12
couric fiancé tie knot home nuptials,IAB12 News,0.11
winter soldier tv teaser first superheroactionromance video,IAB1 Arts & Entertainment,0.32
muppets wanted enjoyable,IAB16 Pets,0.26
hank baskett accused relationship transsexual,IAB12 News,0.22
us stock futures decline rally amid rate speculation,IAB3 Business,0.15
fiat chrysler ceo dont buy fiats electric car,IAB2 Automotive,0.5
chelsea handler end chelsea lately says manager,IAB4 Careers,0.15
captain america winter soldier chris evans says marvel cracked,IAB12 News,0.19
cure true detective hangover rust cohle greeting cards,IAB24 Uncategorized,0.09
zillow buying trulia 35 billion make real estate titan,IAB21 Real Estate,0.65
toyota agrees 13b settlement end unintended acceleration case,IAB2 Automotive,0.17
wilmer valderrama shuts twitter account,IAB24 Uncategorized,0.08
jim kelly set start chemo radiation therapy week,IAB12 News,0.22
microsoft corporation msft cutting 18000 jobs next year,IAB3 Business,0.58
barclays hit fine gold fixing,IAB3 Business,0.38
australian agencies ramp user data requests,IAB24 Uncategorized,0.09
researcher sorry messing facebook feeds,IAB15 Science,0.31
mazdas recalled spiders,IAB24 Uncategorized,0.12
morgan stanley profit soars,IAB3 Business,0.2
johnny depp flashes engagement bling dailydish,IAB18 Style & Fashion,0.13
alibaba jumps thriving us ipo market,IAB3 Business,0.52
rooney mara tiger lilly pan,IAB8 Food & Drink,0.2
ny times need reexamine gender pay equity abramson firing,IAB12 News,0.45
bbctrending girl learns lesson twitter threats,IAB12 News,0.42
facebook looks tap indias online ad market sheryl sandberg,IAB3 Business,0.33
act pioneer peter staley talks condoms truvada hiv prevention,IAB16 Pets,0.16
new corporate reality sxsw angers smaller acts,IAB3 Business,0.4
andrew garfield loves naked,IAB1 Arts & Entertainment,0.09
euro tabloid posts kate middletons barebutt picture,IAB12 News,0.51
6 minutes ago russia cuts gas supply ukraine amid mounting tensions,IAB12 News,0.28
gas prices familiar look summer,IAB12 News,0.11
commentary five internet myths net neutrality elusive term,IAB24 Uncategorized,0.22
alstom shares soar 15 mulls 102bn ge deal,IAB3 Business,0.33
watch walking dead season 4 finale live stream,IAB1 Arts & Entertainment,0.19
bump amby,IAB24 Uncategorized,0.07
washington redskins lose 6 trademarks landmark case,IAB17 Sports,0.46
apple reportedly working 13inch ipad due 2015,IAB19 Technology & Computing,0.52
deflation avoided eurozone,IAB24 Uncategorized,0.12
numsa employers far apart,IAB24 Uncategorized,0.21
hedge funds face tighter funding restrictions,IAB24 Uncategorized,0.12
tokyos nikkei stock index closes 301pc higher,IAB12 News,0.13
samsung 295 gear 2 smartwatch pricey,IAB19 Technology & Computing,0.2
satellite images suggest malaysia airlines plane crashed southern,IAB15 Science,0.16
barnes nobles new samsung nook tablets debut august,IAB19 Technology & Computing,0.27
highprotein diet linked lower stroke risk,IAB15 Science,0.24
gm faces investigations ver slow response deadly defect,IAB3 Business,0.21
toyotas 2015 camry gets new looks upscale interior sporty xse model,IAB17 Sports,0.5
zac efron feels hes blessed,IAB23 Religion & Spirituality,0.08
report asus android gear smartwatch could cheapest date,IAB12 News,0.41
apple unveils new os mac mobile devices wwdc,IAB19 Technology & Computing,0.5
christians holy land reenact crucifixion christ good friday,IAB23 Religion & Spirituality,0.39
leftovers author tom perrotta breaks went hollywood,IAB1 Arts & Entertainment,0.29
medtronics match covidien leave smith nephew solo,IAB19 Technology & Computing,0.21
calorie count reaches new highs fattest fast food red robins 3540,IAB8 Food & Drink,0.32
brangelinas screen reunion,IAB1 Arts & Entertainment,0.14
exgoldman sachs banker replaces twitter cfo continuing shakeup,IAB3 Business,0.24
5 things learned jill abramson getting fired,IAB12 News,0.26
morgan stanleys impressive revenue,IAB3 Business,0.3
simple blood test could diagnose cancer,IAB15 Science,0.46
nasa wants earth day selfies,IAB15 Science,0.16
titanfall dlc release date expect,IAB1 Arts & Entertainment,0.23
fx roundup pounds loses ground uk inflation data,IAB12 News,0.2
cost fighting warming modest un panel says,IAB24 Uncategorized,0.14
scammers phishing bogus irs emails,IAB23 Religion & Spirituality,0.18
mila kunis mila kunis ashton kutcher wanted kids nearly year,IAB6 Family & Parenting,0.53
superman looks sad batman new batman v superman pic,IAB12 News,0.23
french montana spends 100000 birthday gifts khloe kardashian,IAB22 Shopping,0.18
google glass sale hit wannabe explorers presents unique research,IAB20 Travel,0.18
xbox one vs ps4 price war benefits users,IAB17 Sports,0.42
invitation holy week easter services,IAB23 Religion & Spirituality,0.6
new wutang clan album expensive leakproof,IAB12 News,0.19
kevin smith says visited set star wars episode vii,IAB1 Arts & Entertainment,0.5
mortgage rates today commerce banks 30yr frm holds 4250 april 18,IAB3 Business,0.19
mh17 melbourne bound aids researchers fatal flight,IAB20 Travel,0.38
kate middleton pregnant duchess cambridge expecting twin girls,IAB6 Family & Parenting,0.47
space station computer outage may require spacewalk,IAB20 Travel,0.24
cbo forecast theres good news bad news,IAB12 News,0.37
lunar eclipse draws international attention,IAB12 News,0.15
report kaz hirai sony execs may accept 50 percent pay cut forgo bonuses,IAB12 News,0.59
captain america winter soldier sets april boxoffice record,IAB1 Arts & Entertainment,0.47
launch pad glitch delays liftoff nasa carbonhunting satellite,IAB15 Science,0.2
cheer sad batman marquee spot batman v superman dawn justice,IAB17 Sports,0.34
meteor showers tonight,IAB12 News,0.13
first android wear smartwatches shipping,IAB19 Technology & Computing,0.15
pharrell williams cries happy tears oprah chat,IAB1 Arts & Entertainment,0.41
bey secretly hunting solo apartment,IAB24 Uncategorized,0.13
us productivity fell first quarter,IAB3 Business,0.18
microsoft msft posts quarterly results,IAB3 Business,0.33
wesfarmers sell insurance broking arthur j gallagher,IAB3 Business,0.7
amazon creates streaming music service dont expect hear new,IAB24 Uncategorized,0.46
new mers case confirmed,IAB12 News,0.75
report warner bros considering full house revival,IAB3 Business,0.31
watch dogs dedsec edition unboxing,IAB16 Pets,0.16
transcendence negative reviews johnny depps lone ranger comeback,IAB17 Sports,0.11
bmw 3series m3 hit airbag recall,IAB2 Automotive,0.68
russian hackers turn electricity,IAB24 Uncategorized,0.18
st vincent stars saturday night live trailers watch,IAB17 Sports,0.47
walmart stores plans lower organic food prices partners wild oats,IAB3 Business,0.32
us stocks snapshotwall st ends higher yellens comments,IAB12 News,0.22
peaches geldof police probe final hours,IAB16 Pets,0.14
