text,iab_label,confidence
wwe spoilers summerslam 2014 poster possibly reveals money bank,IAB17 Sports,0.53
west end debut dream come true lindsay lohan,IAB1 Arts & Entertainment,0.11
batman v superman dawn justice title announced logo revealed,IAB12 News,0.34
scientists unveil dinosaur dubbed chicken hell,IAB15 Science,0.64
hollywood actress jody foster marries alexandra hedison,IAB1 Arts & Entertainment,0.24
much twitter leads infidelity divorce study shows,IAB15 Science,0.15
gold surges us fed vows stay loose,IAB24 Uncategorized,0.12
paul walkers daughter reportedly disgusted grandmothers attempt,IAB6 Family & Parenting,0.22
review questions effects saturated fats heart disease,IAB12 News,0.17
blake shelton tweets adam levines real phone number voice,IAB12 News,0.09
man says supposed resurrected john lennon lady gagas,IAB12 News,0.25
gold near sixweek low,IAB24 Uncategorized,0.12
mike lynch total lunar eclipse totally awesome,IAB15 Science,0.18
amazon escalates standoff publisher hachette,IAB3 Business,0.32
hillshire brands buying pinnacle foods 423b wboctv 16 delmarvas,IAB12 News,0.39
amazon launches music streaming service,IAB3 Business,0.14
pierce brosnans mom unspeakably adorable,IAB6 Family & Parenting,0.3
voice recap top 10 perform,IAB17 Sports,0.08
googles selfdriving cars avoid plowing cyclists,IAB2 Automotive,0.22
miley cyrus maserati stolen burglary,IAB2 Automotive,0.89
review boyhood _ simple story stunningly told,IAB24 Uncategorized,0.16
new greek bonds oversubscribed eight times,IAB12 News,0.2
chinas alibaba group aiming raise 1b ipo,IAB3 Business,0.56
model katie clearys estranged husband commits suicide,IAB12 News,0.19
topic tech news know,IAB12 News,0.64
scientists uncover secret aging young blood helps restore elderly mice,IAB15 Science,0.68
doctors oppose criminalizing drug use pregnancy,IAB6 Family & Parenting,0.31
charter twc investors reject comcast takeover bid,IAB3 Business,0.23
20122014 nissan versa investigated snagged shoes unwanted,IAB2 Automotive,0.38
guinea says ebola outbreak contained death toll rises,IAB12 News,0.16
watch neil young cover iggy azaleas fancy jimmy fallon,IAB1 Arts & Entertainment,0.15
china bans windows 8 government computers,IAB19 Technology & Computing,0.25
halle berry orbit extant potential,IAB20 Travel,0.16
vitamin treatment high blood pressure,IAB24 Uncategorized,0.13
ahead polls medical marijuana holds high ground ad war,IAB12 News,0.15
party finds 10millionyearold skull,IAB1 Arts & Entertainment,0.18
lupita nyongo mtv movie awards sexy discoinspired eyeshadow,IAB1 Arts & Entertainment,0.33
euro rallies asia comments european central bank chief,IAB12 News,0.18
andrew lincoln walking dead season 4 finale irrevocably changes rick,IAB1 Arts & Entertainment,0.26
ecbs liikanen negative deposit rates controversial issue wsj,IAB24 Uncategorized,0.34
selena gomez gives emotional speech confesses lost sight,IAB12 News,0.13
sony corp sne warns customers fire risk vaio fit 11a,IAB14 Society,0.26
macbook air gets speed boost price cut starts rs 65900,IAB19 Technology & Computing,0.3
google buys drone business,IAB3 Business,0.56
daiichi life insurance co ltds share price acquire protective life corp,IAB3 Business,0.43
cant send facebook messages phone site confirms separate,IAB24 Uncategorized,0.21
jay z bring made america festival los angeles year update,IAB1 Arts & Entertainment,0.28
us house committee announces investigation gm ignition switch recall,IAB2 Automotive,0.21
mtv movie awards recap eminem rihanna perform clips xmen,IAB1 Arts & Entertainment,0.39
chapel vandalism,IAB24 Uncategorized,0.17
voice top 8 recap blind auditions blond ambitions,IAB9 Hobbies & Interests,0.17
stocks watch yahoo nasdaqyhoo cocacola nyseko alcoa,IAB3 Business,0.19
morgan stanley expects solid 2q14 earnings allison transmission,IAB3 Business,0.14
xbox one sales boosted titanfall,IAB19 Technology & Computing,0.13
amd announces project skybridge ambidextrous design framework,IAB12 News,0.38
apple users pay extra 100 bigger iphone,IAB19 Technology & Computing,0.21
china keep grip yuan,IAB3 Business,0.18
google takes links british journalism right forgotten rule,IAB12 News,0.44
microsoft office ipad bags 27m downloads short order,IAB19 Technology & Computing,0.42
government computers running windows xp vulnerable hackers,IAB24 Uncategorized,0.16
microbes inhabit human placenta bad thing,IAB12 News,0.17
chipotle prices go,IAB8 Food & Drink,0.32
study miley cyrus college morning mix,IAB1 Arts & Entertainment,0.26
stocks mixed early trading sp 500 index set end second quarter,IAB15 Science,0.1
tesla vote heads nj senate,"IAB11 Law, Gov’t & Politics",0.25
iriaf holds aerial parades national army day,IAB12 News,0.13
rates diabetic problems decline,IAB24 Uncategorized,0.13
seacrest kasems death loss radio listeners,IAB12 News,0.13
us stocks rise djia posts record,IAB3 Business,0.17
woman splurges 30000 look like kim kardashian,IAB18 Style & Fashion,0.2
tribeca film festival preview lifilmed every secret thing chelsea clintons,IAB1 Arts & Entertainment,0.33
welcome world skylanders trap team,IAB17 Sports,0.45
ariana grande longer talks father,IAB6 Family & Parenting,0.32
visit 911 museum may cathartic traumatic others,IAB20 Travel,0.31
john kerry arrives indous strategic dialogue,IAB24 Uncategorized,0.13
ariana grande bring back total request live mtv,IAB1 Arts & Entertainment,0.22
medtronics major merger fails spark rally wall street,IAB3 Business,0.37
mers slowly spreads us,IAB1 Arts & Entertainment,0.1
china manufacturing sector shows improvement update,IAB3 Business,0.42
simon cowell simon cowell depressed fatherhood,IAB6 Family & Parenting,0.43
new antiviral drug may breakthrough needed pertaining measles,IAB12 News,0.35
jennifer esposito addresses claims slammed marriage bradley cooper,IAB12 News,0.32
fox lines riot marry harry,IAB12 News,0.21
update 1amazon unveil smartphone time winter holidays wsj,IAB19 Technology & Computing,0.18
leftovers promising show shouldnt watch right away,IAB24 Uncategorized,0.5
heres video shia labeouf trying start fight outside strip club,IAB12 News,0.14
first week album sales rick ross pharrell,IAB1 Arts & Entertainment,0.26
android l release date news features,IAB12 News,0.45
fed chair professor power couple economics,IAB24 Uncategorized,0.15
kim kardashian blackface incident air kuwtk confused,IAB12 News,0.15
state health managers urge measles vaccination,IAB6 Family & Parenting,0.13
microsoft q3 fy 2014 result flat revenue drop net income,IAB3 Business,0.25
new york issues subpoenas highspeed traders,IAB12 News,0.7
bad phone battery life starbucks wants business,IAB3 Business,0.49
kim kardashians ketogenic diet combats obesity epilepsy cancer depression,IAB7 Health & Fitness,0.19
jeep cherokee custom trio readies moab safari,IAB20 Travel,0.4
happy birthday north salems david letterman,IAB14 Society,0.12
keith richards writing childrens book,IAB24 Uncategorized,0.13
hbo renewed silicon valley second season,IAB1 Arts & Entertainment,0.25
chinese government rejects windows 8,IAB19 Technology & Computing,0.14
changes media landscape dominate conference idaho,IAB12 News,0.1
yahoo bets two new web comedy series,IAB12 News,0.29
alexander wang reveals collaboration hm,IAB12 News,0.11
george clooney resigns united nations peacekeeping role hes,IAB12 News,0.23
us retail sales jump 11 per cent march best showing 18 months led,IAB3 Business,0.16
study fist bumps less germy handshakes,IAB15 Science,0.12
unemployment rate goes slightly january,IAB12 News,0.13
auction lunch warren buffett begins tonight,IAB8 Food & Drink,0.3
targets empty shelves unacceptable interim ceo says,IAB24 Uncategorized,0.17
app detail uncanny xmen days future past,IAB12 News,0.12
twitter coo ali rowghani resigns,IAB12 News,0.11
saudi mers death toll passes 100,IAB12 News,0.11
behold new angus jones like never saw men,IAB12 News,0.29
aircraft make multiple sightings new search area,IAB20 Travel,0.17
facebook takes 2 billion dive virtual reality,IAB19 Technology & Computing,0.23
fireworks whats legal county,IAB1 Arts & Entertainment,0.1
nvidia corp nvda tops q2 eps 10c issues strong q3 sales outlook,IAB19 Technology & Computing,0.48
blood moon rising april 15,IAB20 Travel,0.08
apples new cheaper 215inch imac goes sale starts 1099,IAB19 Technology & Computing,0.26
fda approves new type 2 diabetes drug,IAB12 News,0.13
michael lewis agrees hft makes investors better,IAB3 Business,0.15
cynical may hurt brain health,IAB24 Uncategorized,0.2
video game thrones kit harington teases finale going big,IAB1 Arts & Entertainment,0.24
peaches geldof dead family friends attend funeral church,IAB23 Religion & Spirituality,0.44
dow jones industrial average fared monday,IAB3 Business,0.24
janet yellen bull,IAB24 Uncategorized,0.12
listen hilary duffs new single chasing sun first 5 years,IAB12 News,0.2
two cases mers cov infection reported saudi arabia,IAB12 News,0.35
affordable care act,"IAB11 Law, Gov’t & Politics",0.11
lindsay lohan discusses alleged lovers list personal thing,IAB9 Hobbies & Interests,0.18
autism linked male hormones,IAB12 News,0.15
flesheating bacteria kills 1 sickens 1,IAB15 Science,0.13
lg unveiling next flagship may 27th,IAB3 Business,0.26
met mother finale tears series built,IAB6 Family & Parenting,0.31
george clooney officially engaged,IAB12 News,0.27
govt concerned iraq impact oil prices,IAB12 News,0.24
miley cyrus flashes breasts house party friends gets tattoo honour,IAB1 Arts & Entertainment,0.18
north korea warns considers seth rogen film act war,IAB12 News,0.15
tesla unveils details sporty model 3 bmw 3 rival,IAB17 Sports,0.53
new meteor shower could visible friday night,IAB12 News,0.22
john legend sang kim kardashian kanye west wedding,IAB1 Arts & Entertainment,0.42
senate banking leaders outline plan dump fannie freddie,IAB3 Business,0.26
gas prices go iraq crisis,IAB12 News,0.17
build polio success fight diseases,IAB24 Uncategorized,0.17
us top court upholds obama bid curb carbon emissions,"IAB11 Law, Gov’t & Politics",0.26
wedding vogue shoot kimye ditch smiles pouts debut mr,IAB18 Style & Fashion,0.48
shailene woodley dating miles teller theo james ansel elgort,IAB12 News,0.23
cant believe happened justina pelletiers heartfelt thank video,IAB16 Pets,0.2
brain scans headaches often unnecessary,IAB15 Science,0.17
fiat chrysler fiveyear plan chrysler marketed mainstream brand,IAB2 Automotive,0.46
tesla ceo musk striving set colonies mars,IAB4 Careers,0.1
wireline isnt net neutrality fight care,IAB24 Uncategorized,0.53
softbank alarming price war statement seen pr wells fargo comments,IAB3 Business,0.23
big pharma buy incites us stocks rise,IAB3 Business,0.54
toyota named valuable car brand brandz top 100 survey,IAB2 Automotive,0.33
report company ignored high level toxic gases devastated turkish mine,IAB12 News,0.73
everyone see emma stone andrew garfields powerful message,IAB12 News,0.28
wall street gets lift yellen remarks tech rebound,IAB3 Business,0.38
ntsb meets deadly asiana airliner crash,IAB12 News,0.19
sofia coppola directs little mermaid,IAB1 Arts & Entertainment,0.45
willow smith bed shirtless 20yearold,IAB12 News,0.1
soaring stocks sinking quickly,IAB24 Uncategorized,0.14
kazakhstan,IAB12 News,0.19
creationists accuse cosmos scientifically unbalanced,IAB24 Uncategorized,0.27
colon cancer rates decreasing among older americans,IAB12 News,0.2
robert pattinson yeah im still touch kristen stewart,IAB6 Family & Parenting,0.08
pebble adds misfit watchface fitness tracking,IAB16 Pets,0.21
moms night held together wacky band character actors,IAB1 Arts & Entertainment,0.25
ecb models trillion euro asset purchase programme,IAB3 Business,0.23
focus barclays fine damage gold fix integrity,IAB3 Business,0.33
blackrock reshuffle top management ranks,IAB3 Business,0.28
ice nice xi,IAB1 Arts & Entertainment,0.09
android wear apps available google playfor real time,IAB24 Uncategorized,0.09
stocks media hot aereo ruling,IAB12 News,0.18
mormon show takes plaudits theatre awards,IAB1 Arts & Entertainment,0.46
gazprom cuts gas supplies ukraine deadline pay debts passes,IAB12 News,0.15
st clair county health ranking drops slightly,IAB12 News,0.28
supercomputers recreate evolution universe amazing timelapse video,IAB15 Science,0.46
lyme disease awareness warm weather months,IAB12 News,0.19
update morgan stanley reiterates hca revised outlook,IAB12 News,0.25
healthcaregov password reset blame heartbleed bug,IAB19 Technology & Computing,0.17
france says bnpus deal preserves banks future,IAB3 Business,0.54
rolf harris sentenced prison abuse cases,"IAB11 Law, Gov’t & Politics",0.18
250 new emojis could available future ios update,IAB19 Technology & Computing,0.16
american top 40 host casey kasem dies,IAB12 News,0.09
review former 007 actor embraces darker take spycraft november man,IAB1 Arts & Entertainment,0.14
first trailer poster clint eastwoods jersey boys,IAB1 Arts & Entertainment,0.25
samsung galaxy note 4 leak reveals details,IAB19 Technology & Computing,0.22
doodle 4 google,IAB19 Technology & Computing,0.1
wearables coming amazon prepares new storefront,IAB22 Shopping,0.19
andrew garfield tobey maguire power rangers spiderman,IAB1 Arts & Entertainment,0.41
joan rivers ohio kidnap victims got live rentfree decade,IAB12 News,0.15
say heard lot heartbleed bug news sources,IAB12 News,0.62
already bachelor bad boy juan pablos girlfriend nikki ferrell left,IAB16 Pets,0.11
u study links energy drinks bad health teen smoking,IAB15 Science,0.44
apple introduce smart home plaform wwdc,IAB19 Technology & Computing,0.37
apples smart home debut wwdc 2014,IAB19 Technology & Computing,0.2
mcdonalds ceo insists fastfood giant pays fair wages protesters rally,IAB3 Business,0.27
ecb ready use asset purchases needed coeure,IAB3 Business,0.24
forex dollar hits 312 month lows yen,IAB12 News,0.23
gwyneth paltrow chris martin took part seperating ceremony whilst,IAB1 Arts & Entertainment,0.12
ti floyd mayweather explain las vegas fight,IAB17 Sports,0.32
stars fans show iowa field dreams 25th anniversary,IAB17 Sports,0.51
gm move cadillac srx production mexico spring hill tenn plant,IAB2 Automotive,0.61
comcast time warner cable defend 45 billion deal,IAB3 Business,0.39
rylance gets tony nomination double,IAB17 Sports,0.22
zachary levi missy peregrym married secret wedding,IAB1 Arts & Entertainment,0.11
frozen 2 movie frozen officially biggest animated movie ever,IAB1 Arts & Entertainment,0.22
new tools lead megatrends emc,IAB1 Arts & Entertainment,0.23
iranian judge summons facebook ceo zuckerberg court,IAB19 Technology & Computing,0.19
gm adding 971000 vehicles ignition recall,IAB2 Automotive,0.4
money bank tonights ppv authority involved dean,IAB3 Business,0.25
death innocent peaches geldof,IAB8 Food & Drink,0.24
scientists creating biological pacemaker,IAB15 Science,0.76
flapper girl drops acid lupita nyongo met gala story,IAB18 Style & Fashion,0.3
google glass sales,IAB3 Business,0.21
maroon 5 release v september 2,IAB1 Arts & Entertainment,0.24
cdc 1 25 hospital gets infection,IAB24 Uncategorized,0.18
photo luanne dietzthe chronicle,IAB12 News,0.22
todays top style news,IAB12 News,0.77
god would look maleficents wings,IAB24 Uncategorized,0.16
rpttablekonami 201314 group results sec,IAB15 Science,0.13
antibiotics david cameron save world,IAB15 Science,0.13
south africa employers say striking union rejects new wage offer,IAB3 Business,0.3
video amazing brady bunch actress dies aged 88,IAB1 Arts & Entertainment,0.13
amy adams swaps first class seat soldier economy,IAB20 Travel,0.21
lindsay lohans exlovers revealed growing list includes ashton kutcher,IAB12 News,0.1
selena gomez justin bieber split post argument,IAB12 News,0.1
céline dion responds viral mccarran music video,IAB1 Arts & Entertainment,0.29
iss welcomes new crew,IAB12 News,0.21
juvenile blood reverses effects aging mice could humans also,IAB15 Science,0.17
ebolalinked deaths west africa 100,IAB20 Travel,0.12
apple talks buy dr dres beats 32 billion,IAB3 Business,0.24
german tabloid posts kate middletons bare bum get ready royal,IAB12 News,0.58
nick cannon wears whiteface sparks internet debate,IAB12 News,0.11
using indias talent grow facebook around world says coo sheryl,IAB19 Technology & Computing,0.23
uber confirms new round calls record breaking,IAB12 News,0.14
apple loop iphone 6 screens microsoft office ipad ibeacons mlb,IAB19 Technology & Computing,0.5
justin biebers eggcellent adventure pop star charged criminal,IAB1 Arts & Entertainment,0.27
clooneys mum happy engagement,IAB6 Family & Parenting,0.23
ifixit gives samsung gear live lg g watch teardown looking,IAB19 Technology & Computing,0.29
microsofts nokia buyout close 25 april,IAB19 Technology & Computing,0.31
quentin tarantinos hateful eight lawsuit gawker dismissed judge,IAB12 News,0.13
urbn struggling urban outfitters drops earnings miss,IAB3 Business,0.34
pivot nothing,IAB24 Uncategorized,0.75
new trailer future xmen days future past movie past,IAB12 News,0.21
fccs stance net neutrality could kick piracy,"IAB11 Law, Gov’t & Politics",0.32
samsung galaxy k zoom announced galaxy s5 variant,IAB12 News,0.47
views sherri shepherd entrenched two messy custody battles,IAB6 Family & Parenting,0.53
outlander star sam heughan gives us nude history lesson,IAB1 Arts & Entertainment,0.45
okcupid experimenting onlying users,IAB24 Uncategorized,0.24
bassett direct whitney houston film,IAB1 Arts & Entertainment,0.22
turkey begins exporting iraq kurdistan oil,IAB3 Business,0.34
five new ebola cases guinea 24 hours,IAB12 News,0.28
game thrones director talks,IAB1 Arts & Entertainment,0.32
news katherine heigl vs duane reade,IAB12 News,0.82
sir paul mccartney road recovery hospitalised mystery,IAB20 Travel,0.38
elephants react human voices,IAB24 Uncategorized,0.13
chinas alibaba undertake ipo us,IAB3 Business,0.45
true blood season 7 spoilers series finale sneak peek video released online,IAB12 News,0.2
gm recalls another 3 million vehicles,IAB2 Automotive,0.61
oscarnominated actress ruby dee dies 91,IAB1 Arts & Entertainment,0.24
oh stories kelly osbournes head,IAB12 News,0.33
guardians galaxy lots fun except remembers marvel,IAB24 Uncategorized,0.16
favorite mtv movie awards moments rihanna eminems monster,IAB1 Arts & Entertainment,0.28
sandisk sndk stock today,IAB15 Science,0.16
health benefits wine chocolate debunked new study,IAB12 News,0.21
fast solve todays rubiks cube google doodle,IAB19 Technology & Computing,0.23
microsoft office ipad available free,IAB19 Technology & Computing,0.36
kanye kims insane wedding guest list revealed wont believe,IAB12 News,0.74
grainssoybeans fall 7th day us crop thrives corn,IAB14 Society,0.13
us stocks open broadly higher,IAB3 Business,0.13
china telecom posts 187 gain q4 net,IAB3 Business,0.31
new leadership target canada,IAB12 News,0.36
bskyb talks unite murdochs paytv businesses europe,IAB3 Business,0.51
oecd trims 2014 world growth forecast 34,IAB24 Uncategorized,0.14
astronomers find first earthsized exoplanet habitable zone,IAB15 Science,0.4
missouri company recalls 4000 pounds beef mad cow concerns,IAB3 Business,0.35
walking dead season 4 finale review,IAB1 Arts & Entertainment,0.18
teething infants come serious harm numbing medications,IAB6 Family & Parenting,0.21
today news gwyneth paltrow says working moms easier,IAB12 News,0.83
rush cosponsors key legislation address restless nights sleep apnea,"IAB11 Law, Gov’t & Politics",0.17
video joss whedons eyes starring zoe kazan available online,IAB1 Arts & Entertainment,0.27
tvgn orders new kids block series developing singing show,IAB12 News,0.39
chris martin makes enemies disappear help magic,IAB20 Travel,0.09
local gas prices spike part continued concerns iraq,IAB12 News,0.17
sony discontinues psp japan,IAB14 Society,0.58
reports fcc chairman revising net neutrality rules,IAB12 News,0.63
twitter shares plummet nearly 18 percent lockup expires,IAB24 Uncategorized,0.14
week 23 news review galaxy tab iphone 6 s5 mini leak,IAB12 News,0.6
nasa satellite track airborne carbon dioxide blasts,IAB15 Science,0.21
rbc purchasing managers index shows uptick march pmi highest since,IAB3 Business,0.34
gas price update costs highest since august 2013,IAB13 Personal Finance,0.21
hong kong shares biggest loss 5 weeks anemic china data,IAB3 Business,0.2
gm recall start monday,IAB2 Automotive,0.1
gomez family concerned bieber,IAB3 Business,0.26
tesla motors inc share price launches joint venture panasonic build,IAB3 Business,0.39
robert pattinson admits still keeps touch exgirlfriend kristen,IAB12 News,0.11
100000 kenyans infected hiv yearlynew statistics shows,IAB12 News,0.53
drinkable sunscreen sounds like bs,IAB24 Uncategorized,0.23
un envoy says war ebola could take six months,IAB12 News,0.14
teen amazingly dances michael jacksons billie jean talent show,IAB1 Arts & Entertainment,0.5
kim kanye spent days instagram wedding pic annie liebovitz pulled,IAB1 Arts & Entertainment,0.15
china tells vietnam must crack violence exactly kind,IAB12 News,0.19
rolf harris found guilty indecent assaults,IAB12 News,0.22
mick jaggers daughter georgia may cancels fashion show support dad,IAB6 Family & Parenting,0.34
film amazing spiderman 2 garfield stones onscreen chemistry,IAB1 Arts & Entertainment,0.43
google glass designs diane von furstenberg sale,IAB22 Shopping,0.36
brief airlines collect less money bag fees,IAB20 Travel,0.37
trace adkinss wife rhonda files divorce,IAB6 Family & Parenting,0.22
need fret demise windows xp,IAB24 Uncategorized,0.15
apple launches cheaper entrylevel imac costs 1099,IAB19 Technology & Computing,0.19
shakira gerard pique billboard music awards 2014 photos see hot sexy,IAB1 Arts & Entertainment,0.21
chelsea handler leave e network late night show contract,IAB12 News,0.18
saudi reports 5 new mers deaths toll 168,IAB12 News,0.31
nigeria declares n803 trillion gdp beats south africa continents biggest,IAB12 News,0.19
nobel prize winner nadine gordimer dies 90,IAB24 Uncategorized,0.1
nasa launches carbon satellite track global warming 5 years original,IAB15 Science,0.33
biotech drugmaker amgen laying least 2400 expand bay area,IAB3 Business,0.51
world week ahead ball yellens court,IAB17 Sports,0.3
big bang theory renewed three seasons,IAB15 Science,0.46
underweight even deadlier overweight,IAB24 Uncategorized,0.21
saudi arabia reports 4 mers deaths,IAB12 News,0.46
maleficent 8 seriously underrated disney villains,IAB1 Arts & Entertainment,0.49
qualcomm profit tops street revenue misses,IAB19 Technology & Computing,0.24
much motion hsbc suntrust mortgage rates mar 23,IAB13 Personal Finance,0.17
report facebook building app take snapchat,IAB19 Technology & Computing,0.19
googles cofounder radical idea many hours,IAB19 Technology & Computing,0.28
mortgage rates today 30year refinance rates fixed home loans td,IAB12 News,0.16
dr strange marvels next director,IAB24 Uncategorized,0.19
lopez urban connick jr returning american idol season 14,IAB1 Arts & Entertainment,0.3
google offers news progress selfdriven cars,IAB2 Automotive,0.43
cheerios maker digs deeper fine print hole protesting misinformation gm offers,IAB8 Food & Drink,0.34
omg find paparazzi put justin biebers life danger,IAB12 News,0.11
us releases controversial new stream protection rules,"IAB11 Law, Gov’t & Politics",0.11
ecigarettes kill smoking habit,IAB24 Uncategorized,0.13
us loosening oil export ban,IAB12 News,0.16
day disneyland 96 latest price hike,IAB20 Travel,0.42
voice live recap 4714 season 6 battles round 2 continues,IAB17 Sports,0.28
ghana pledges medical center ebola research,IAB12 News,0.3
review transcendence,IAB23 Religion & Spirituality,0.2
worlds fastest land animal cheetah mite,IAB12 News,0.14
guardians galaxy makes 11 million biggest thursday,IAB15 Science,0.13
google says gmail encrypted starting today,IAB19 Technology & Computing,0.22
rob kardashians first tweet skipping kim kardashians wedding,IAB12 News,0.12
photos beyoncés fun family vacay amid cheating rumors,IAB20 Travel,0.5
rolling stones resume world tour oslo show,IAB20 Travel,0.46
strange dinosaur closest thing bird without one,IAB24 Uncategorized,0.36
us stocks lower gopro soars,IAB3 Business,0.15
full house reunion dave coulier ties knot,IAB6 Family & Parenting,0.22
spike lee remaking shes gotta tv show,IAB1 Arts & Entertainment,0.47
elin nordegren tigers ex bonds lindsey vonn tigers lover,IAB16 Pets,0.19
watch drake make comedy magic espys,IAB17 Sports,0.43
50 shades grey movie could tamer expected first footage,IAB24 Uncategorized,0.16
meteor shower one alive seen,IAB12 News,0.19
boeing logs 56 billion order build 150 777x aircraft emirates airline,IAB3 Business,0.51
jk rowling updates fans latest harry potter gossip,IAB1 Arts & Entertainment,0.26
activists protest two arctic drilling rigs,IAB12 News,0.13
china manufacturing grows june,IAB3 Business,0.69
rolling stones cancel australian concert lwren scott death,IAB1 Arts & Entertainment,0.5
sedentary lifestyle highcalorie diet blame rising obesity rates,IAB14 Society,0.15
airbnb wipes 2000 ny listings court hearing,IAB3 Business,0.19
muppets wanteds cast gets dressed brooks brothers,IAB18 Style & Fashion,0.22
evolution cosmos recreated model large slice universe,IAB15 Science,0.39
deerfieldbased walgreen co close unprofitable stores,IAB3 Business,0.4
imfs lagarde investigation fraud case source,IAB24 Uncategorized,0.11
powdered alcohol 3 important things know,IAB8 Food & Drink,0.1
netflix increasing prices thinks comcasttime warner merger terrible idea,IAB3 Business,0.27
actor writes obituary,IAB1 Arts & Entertainment,0.2
apple dropped 100 macbook airs price slightly faster processor,IAB19 Technology & Computing,0.34
samsung galaxy note 4 release date moulded galaxy s5s,IAB19 Technology & Computing,0.14
gainers major news allergan nyseagn broadcom corporation nasdaq,IAB12 News,0.5
driver tracy morgan crash pleads guilty,IAB12 News,0.2
minogue fan unapologetic cyrus,IAB18 Style & Fashion,0.12
jim kelly tough,IAB6 Family & Parenting,0.08
big brother 16 watch live eviction two new heads household,IAB6 Family & Parenting,0.25
beige book economy expands moderate modest pace,IAB3 Business,0.28
conchita wurst im love bearded lady,IAB8 Food & Drink,0.65
lansingarea gas prices fall 16 cents,IAB12 News,0.17
tokyo stocks jump 226 break,IAB3 Business,0.11
boy scouts rescue ann curry hiking accident,IAB20 Travel,0.32
deliver us evil review eric bana joel mchale olivia munn cast,IAB12 News,0.16
best late night tv daniel radcliffe cuts strangers hair vin diesel gives,IAB1 Arts & Entertainment,0.14
japans whaling scientific purposes must cease,IAB15 Science,0.58
nicole richie outside set good morning america show times,IAB12 News,0.67
activision blizzard earnings slide 35,IAB3 Business,0.1
potato salad pitch plenty appeal kickstarters,IAB8 Food & Drink,0.47
mh370 icao mulls changes aircraft tracking,IAB20 Travel,0.18
cbo deficits drift lower lower health care costs,IAB3 Business,0.48
android l 8 new features next major android release,IAB24 Uncategorized,0.12
ebola risk redemption hospital,IAB12 News,0.14
joel mchale scared ghosts,IAB23 Religion & Spirituality,0.14
un release grim report climate change,IAB12 News,0.35
unicredit posts record q4 loss 21 billion cleans balance sheet,IAB24 Uncategorized,0.31
george osborne get hardnosed pfizer astrazeneca takeover bid,IAB3 Business,0.3
apple replacing batteries iphone 5 phones battery problem,IAB19 Technology & Computing,0.36
bieber defiant demeanor miami deposition,IAB20 Travel,0.1
diggers find atari games landfill,IAB17 Sports,0.23
cdc norovirus outbreaks waiter washed hands,IAB20 Travel,0.16
cbo report deficit widens slower growth,IAB3 Business,0.55
road rage driver cuts woman suffers instant karma mean instant,IAB20 Travel,0.35
ralph laurens polo tech shirt,IAB17 Sports,0.23
ufifas scientists conduct experiment plants space,IAB15 Science,0.44
getty images coachella,IAB1 Arts & Entertainment,0.61
paramount australia apologizes terrible teenage mutant ninja turtles 911,IAB12 News,0.19
big bang breakthrough announced gravity waves detected,IAB12 News,0.44
marvel reveals first official photos thanos,IAB12 News,0.15
sleeping walmart kohls disappoint,IAB22 Shopping,0.14
snapchat settles ftc deception charges monitored 20 years,IAB19 Technology & Computing,0.19
summers way skin ready,IAB12 News,0.09
gbpusd fundamental analysis march 31 2014 forecast,IAB15 Science,0.13
apple launches iphone 5 battery replacement program,IAB19 Technology & Computing,0.33
commentary ruling opens door censor history,IAB24 Uncategorized,0.17
teenage mutant ninja turtles trailer dont underestimate turtle power,IAB1 Arts & Entertainment,0.21
anne sweeney walks away disneyabc become film director,IAB1 Arts & Entertainment,0.31
monty python reunion broadcast worldwide,IAB16 Pets,0.22
one month htc one m8 samsung galaxy s5,IAB19 Technology & Computing,0.25
facebook reveals 1900 requests spy users criminal cases,IAB12 News,0.11
10 things know thursday,IAB12 News,0.2
fairfax financial ceo prem watsa probed insider trading,IAB3 Business,0.37
bachelorette 2014 spoilers inside overnight dates episode 9,IAB12 News,0.21
nasas curiosity rover may carried bacteria mars,IAB20 Travel,0.39
us rethinks oil export ban,IAB3 Business,0.18
wright leads st johnstone victory,IAB17 Sports,0.27
chimerix gets ok brincidofovir pilot trial gives drug sick boy,IAB15 Science,0.14
study links brain growth autism,IAB15 Science,0.72
video jennifer lopez marc anthony officially divorced nearly 3 years,IAB12 News,0.16
verizon preps facetimelike calling feature later year,IAB19 Technology & Computing,0.11
french montana shells 100k khloe kardashians birthday,IAB12 News,0.13
neighbors movie review,IAB1 Arts & Entertainment,0.11
google camera gamechanging camera app,IAB19 Technology & Computing,0.31
maleficent got even cooler,IAB1 Arts & Entertainment,0.4
images first amazon smartphone leaked,IAB19 Technology & Computing,0.17
nyongo peoples beautiful,IAB12 News,0.13
nasa provide live coverage commentary april 15 2014 lunar eclipse,IAB15 Science,0.17
wow selena gomez toughens style amid justin bieber orlando,IAB12 News,0.27
bachelorette 2014 andi dorfman replacing jenny mccarthy sherri,IAB12 News,0.16
twitter slumps new lows lockup expires,IAB24 Uncategorized,0.25
sasha pieterse teases emison danger ahead pretty little liars,IAB20 Travel,0.14
bachelorette 2014 logic fails men tell special,IAB12 News,0.19
kim kardashian kanye west married florence fortress,IAB1 Arts & Entertainment,0.21
woman bets shell lose big wins 330,IAB24 Uncategorized,0.09
auto dealer system evolution inevitable says analyst tsla,IAB2 Automotive,0.44
something people missed io blackberry could googles next,IAB19 Technology & Computing,0.35
toyota business usual south africa despite strike,IAB3 Business,0.86
