text,iab_label,confidence,source,labels
religion tenrikyotenrin-ō meisei kyōdanhonmichihonbushinsekai shindokyodaehan cheolligyo,IAB23 Religion & Spirituality,0.68,scraped,
religion shōshinkai,IAB23 Religion & Spirituality,0.68,scraped,
religion shinmeiaishinkai,IAB23 Religion & Spirituality,0.68,scraped,
religion shingaku,IAB23 Religion & Spirituality,0.68,scraped,
religion risshō kōsei kai,IAB23 Religion & Spirituality,0.68,scraped,
religion bell religion,IAB23 Religion & Spirituality,0.68,scraped,
religion myōdōkai kyōdan,IAB23 Religion & Spirituality,0.68,scraped,
religion brahma kumaris,IAB23 Religion & Spirituality,0.68,scraped,
religion celtic reconstructionist paganism,IAB23 Religion & Spirituality,0.68,scraped,
religion assianism,IAB23 Religion & Spirituality,0.68,scraped,
religion abkhaz neopaganism,IAB23 Religion & Spirituality,0.68,scraped,
religion romuva,IAB23 Religion & Spirituality,0.68,scraped,
religion dievturība,IAB23 Religion & Spirituality,0.68,scraped,
religion zuism,IAB23 Religion & Spirituality,0.68,scraped,
religion zalmoxianism,IAB23 Religion & Spirituality,0.68,scraped,
religion uralic neopaganismestonian neopaganismsuomenuskohungarian neopaganismmastoravaudmurt vos,IAB23 Religion & Spirituality,0.68,scraped,
religion rodnovery(a.k.a. slavic neopaganism)native polish churchpeterburgian vedismrodzima wiararodnover confederationsylenkoismunion of slavic native belief communitiesynglism,IAB23 Religion & Spirituality,0.68,scraped,
religion semitic neopaganism,IAB23 Religion & Spirituality,0.68,scraped,
religion kemetismkemetic orthodoxy,IAB23 Religion & Spirituality,0.68,scraped,
religion italo-roman neopaganismnova romaroman traditional movement,IAB23 Religion & Spirituality,0.68,scraped,
religion tenrin-ō meisei kyōdan,IAB23 Religion & Spirituality,0.68,scraped,
religion shumei,IAB23 Religion & Spirituality,0.68,scraped,
religion shōroku shintō yamatoyama,IAB23 Religion & Spirituality,0.68,scraped,
religion sathya sai baba movement,IAB23 Religion & Spirituality,0.68,scraped,
religion open-source religion,IAB23 Religion & Spirituality,0.68,scraped,
religion omnism,IAB23 Religion & Spirituality,0.68,scraped,
religion meivazhi,IAB23 Religion & Spirituality,0.68,scraped,
religion living interfaith,IAB23 Religion & Spirituality,0.68,scraped,
religion đạo dừa,IAB23 Religion & Spirituality,0.68,scraped,
religion coconut religion,IAB23 Religion & Spirituality,0.68,scraped,
religion caodaism,IAB23 Religion & Spirituality,0.68,scraped,
religion shinreikyoshōroku shintō yamatoyamashumei,IAB23 Religion & Spirituality,0.68,scraped,
religion mahikarisukyo mahikariworld divine light(sekai mahikari bunmei kyōdan),IAB23 Religion & Spirituality,0.68,scraped,
religion jeung san do,IAB23 Religion & Spirituality,0.68,scraped,
religion jewish christianitypauline christianityproto-orthodox christianitygreat churchnicene christianitychalcedonian christianityneo-chalcedonism,IAB23 Religion & Spirituality,0.68,scraped,
religion bihar school of yoga,IAB23 Religion & Spirituality,0.68,scraped,
religion tantric yoga,IAB23 Religion & Spirituality,0.68,scraped,
religion surat shabd yoga,IAB23 Religion & Spirituality,0.68,scraped,
religion sivananda yoga,IAB23 Religion & Spirituality,0.68,scraped,
religion siddha yoga,IAB23 Religion & Spirituality,0.68,scraped,
religion sahaja yoga,IAB23 Religion & Spirituality,0.68,scraped,
religion raja yoga,IAB23 Religion & Spirituality,0.68,scraped,
religion paulicianism,IAB23 Religion & Spirituality,0.68,scraped,
religion simonians,IAB23 Religion & Spirituality,0.68,scraped,
religion kriya yoga,IAB23 Religion & Spirituality,0.68,scraped,
religion byzantine catholic church of croatia and serbia,IAB23 Religion & Spirituality,0.68,scraped,
"religion ruthenian greek catholic church(a.k.a. the ""byzantine catholic church"" in the united states)",IAB23 Religion & Spirituality,0.68,scraped,
religion russian greek catholic church,IAB23 Religion & Spirituality,0.68,scraped,
religion romanian greek catholic church,IAB23 Religion & Spirituality,0.68,scraped,
religion melkite greek catholic church,IAB23 Religion & Spirituality,0.68,scraped,
religion maronite church,IAB23 Religion & Spirituality,0.68,scraped,
religion macedonian catholic church,IAB23 Religion & Spirituality,0.68,scraped,
"religion italo-albanian catholic church(a.k.a. the ""italo-greek catholic church"")",IAB23 Religion & Spirituality,0.68,scraped,
religion hungarian byzantine catholic church,IAB23 Religion & Spirituality,0.68,scraped,
religion greek byzantine catholic church,IAB23 Religion & Spirituality,0.68,scraped,
religion chaldean catholic church,IAB23 Religion & Spirituality,0.68,scraped,
religion bulgarian greek catholic church,IAB23 Religion & Spirituality,0.68,scraped,
religion valentinianism,IAB23 Religion & Spirituality,0.68,scraped,
religion arianism,IAB23 Religion & Spirituality,0.68,scraped,
religion johannine community,IAB23 Religion & Spirituality,0.68,scraped,
religion kokuchukai,IAB23 Religion & Spirituality,0.68,scraped,
religion sethianismvalentinianism,IAB23 Religion & Spirituality,0.68,scraped,
religion kenshōkai,IAB23 Religion & Spirituality,0.68,scraped,
religion ijun,IAB23 Religion & Spirituality,0.68,scraped,
religion higashikuni-kyo,IAB23 Religion & Spirituality,0.68,scraped,
religion happy science,IAB23 Religion & Spirituality,0.68,scraped,
religion gedatsukai,IAB23 Religion & Spirituality,0.68,scraped,
religion dōkai,IAB23 Religion & Spirituality,0.68,scraped,
religion church of world messianity,IAB23 Religion & Spirituality,0.68,scraped,
religion aum shinrikyoalephhikari no wa,IAB23 Religion & Spirituality,0.68,scraped,
religion piaroa religion,IAB23 Religion & Spirituality,0.68,scraped,
"religion tianguangdao(""way of the heavenly light"")",IAB23 Religion & Spirituality,0.68,scraped,
religion penobscot spirituality,IAB23 Religion & Spirituality,0.68,scraped,
religion marcionism,IAB23 Religion & Spirituality,0.68,scraped,
religion catharism,IAB23 Religion & Spirituality,0.68,scraped,
religion cainites,IAB23 Religion & Spirituality,0.68,scraped,
religion bogomilism,IAB23 Religion & Spirituality,0.68,scraped,
religion gnosticismbogomilismcainitescatharismpaulicianismsethianismvalentinianismsimonians,IAB23 Religion & Spirituality,0.68,scraped,
religion neo-chalcedonism,IAB23 Religion & Spirituality,0.68,scraped,
religion chalcedonian christianityneo-chalcedonism,IAB23 Religion & Spirituality,0.68,scraped,
religion nicene christianitychalcedonian christianityneo-chalcedonism,IAB23 Religion & Spirituality,0.68,scraped,
religion great churchnicene christianitychalcedonian christianityneo-chalcedonism,IAB23 Religion & Spirituality,0.68,scraped,
religion proto-orthodox christianitygreat churchnicene christianitychalcedonian christianityneo-chalcedonism,IAB23 Religion & Spirituality,0.68,scraped,
religion pauline christianityproto-orthodox christianitygreat churchnicene christianitychalcedonian christianityneo-chalcedonism,IAB23 Religion & Spirituality,0.68,scraped,
religion proto-gnosticismgnosticismbogomilismcainitescatharismpaulicianismsethianismvalentinianismsimonians,IAB23 Religion & Spirituality,0.68,scraped,
"religion druidryár ndraíocht féinorder of bards, ovates, and druidsreformed druids of north america",IAB23 Religion & Spirituality,0.68,scraped,
religion ár ndraíocht féin,IAB23 Religion & Spirituality,0.68,scraped,
"religion order of bards, ovates, and druids",IAB23 Religion & Spirituality,0.68,scraped,
religion soldiers of heaven,IAB23 Religion & Spirituality,0.68,scraped,
religion rātana,IAB23 Religion & Spirituality,0.68,scraped,
religion pilgrims of ares,IAB23 Religion & Spirituality,0.68,scraped,
religion pai marire,IAB23 Religion & Spirituality,0.68,scraped,
religion noahidism,IAB23 Religion & Spirituality,0.68,scraped,
religion mentuhui,IAB23 Religion & Spirituality,0.68,scraped,
religion dacheng,IAB23 Religion & Spirituality,0.68,scraped,
religion mama tata,IAB23 Religion & Spirituality,0.68,scraped,
religion last testamentism,IAB23 Religion & Spirituality,0.68,scraped,
religion lalpa kohran thar,IAB23 Religion & Spirituality,0.68,scraped,
religion koreshanity,IAB23 Religion & Spirituality,0.68,scraped,
religion holy spirit of blood and water church,IAB23 Religion & Spirituality,0.68,scraped,
religion grail movement,IAB23 Religion & Spirituality,0.68,scraped,
religion gafatar,IAB23 Religion & Spirituality,0.68,scraped,
religion the family international,IAB23 Religion & Spirituality,0.68,scraped,
religion faizrakhmanist,IAB23 Religion & Spirituality,0.68,scraped,
religion eastern lightning,IAB23 Religion & Spirituality,0.68,scraped,
religion world mission society church of god,IAB23 Religion & Spirituality,0.68,scraped,
religion zhushenjiao,IAB23 Religion & Spirituality,0.68,scraped,
religion unification church of the united states,IAB23 Religion & Spirituality,0.68,scraped,
"religion baguadao(""way of the eight trigrams"")",IAB23 Religion & Spirituality,0.68,scraped,
"religion chinese religions of fastingxiantiandao(""way of former heaven"")guiyidao(""way of the return to the one"")shengdao(""holy way"")yaochidao(""way of the mother of pearl lake"")yiguandao(""persistent way"")haizidaoyixin tiandao(""heart-bound heavenly way"")",IAB23 Religion & Spirituality,0.68,scraped,
"religion zhongyongdao(""way of the golden mean"")",IAB23 Religion & Spirituality,0.68,scraped,
"religion zailiism(""way of the abiding principle)",IAB23 Religion & Spirituality,0.68,scraped,
religion ringatu,IAB23 Religion & Spirituality,0.68,scraped,
religion spiritism,IAB23 Religion & Spirituality,0.68,scraped,
religion reformed druids of north america,IAB23 Religion & Spirituality,0.68,scraped,
religion unification churchunification church of the united states,IAB23 Religion & Spirituality,0.68,scraped,
religion daesun jinrihoe,IAB23 Religion & Spirituality,0.68,scraped,
religion bocheonism,IAB23 Religion & Spirituality,0.68,scraped,
religion suwunism,IAB23 Religion & Spirituality,0.68,scraped,
religion jeungsanismbocheonismdaesun jinrihoejeung san do,IAB23 Religion & Spirituality,0.68,scraped,
religion victory altar,IAB23 Religion & Spirituality,0.68,scraped,
religion daejongism,IAB23 Religion & Spirituality,0.68,scraped,
religion cheondoismjeungsanismbocheonismdaesun jinrihoejeung san dosuwunism,IAB23 Religion & Spirituality,0.68,scraped,
religion narnarayan dev yuvak mandal,IAB23 Religion & Spirituality,0.68,scraped,
religion international swaminarayan satsang organisation,IAB23 Religion & Spirituality,0.68,scraped,
religion swaminarayan gurukul,IAB23 Religion & Spirituality,0.68,scraped,
religion international swaminarayan satsang mandal,IAB23 Religion & Spirituality,0.68,scraped,
religion swaminarayan mandir vasna sanstha,IAB23 Religion & Spirituality,0.68,scraped,
religion swaminarayan gadi (maninagar),IAB23 Religion & Spirituality,0.68,scraped,
religion nar narayan dev gadiinternational swaminarayan satsang organisationnarnarayan dev yuvak mandal,IAB23 Religion & Spirituality,0.68,scraped,
religion laxmi narayan dev gadiinternational swaminarayan satsang mandalswaminarayan gurukul,IAB23 Religion & Spirituality,0.68,scraped,
religion bochasanwasi akshar purushottam swaminarayan sanstha,IAB23 Religion & Spirituality,0.68,scraped,
religion neo-advaita,IAB23 Religion & Spirituality,0.68,scraped,
"religion guiyidao(""way of the return to the one"")",IAB23 Religion & Spirituality,0.68,scraped,
religion hongyangism,IAB23 Religion & Spirituality,0.68,scraped,
religion rodzima wiara,IAB23 Religion & Spirituality,0.68,scraped,
religion modekngei,IAB23 Religion & Spirituality,0.68,scraped,
religion world elijah evangelical mission,IAB23 Religion & Spirituality,0.68,scraped,
religion urantia movement,IAB23 Religion & Spirituality,0.68,scraped,
religion yellow sand society,IAB23 Religion & Spirituality,0.68,scraped,
"religion xuanyuandao(""way of xuanyuan"")",IAB23 Religion & Spirituality,0.68,scraped,
religion white lotus,IAB23 Religion & Spirituality,0.68,scraped,
religion weixinism,IAB23 Religion & Spirituality,0.68,scraped,
religion ancient teachings of the masters,IAB23 Religion & Spirituality,0.68,scraped,
religion science of spirituality(a.k.a.sawan kirpal ruhani mission),IAB23 Religion & Spirituality,0.68,scraped,
religion ruhani satsang,IAB23 Religion & Spirituality,0.68,scraped,
religion pl kyodan,IAB23 Religion & Spirituality,0.68,scraped,
"religion radha swami satsang, dinod",IAB23 Religion & Spirituality,0.68,scraped,
religion radha soami satsang dayagbal,IAB23 Religion & Spirituality,0.68,scraped,
religion radha soami satsang beas,IAB23 Religion & Spirituality,0.68,scraped,
religion ravidassia,IAB23 Religion & Spirituality,0.68,scraped,
"religion radha soamiradha soami satsang beasradha soami satsang dayagbalradha swami satsang, dinodruhani satsangmanavta mandirscience of spirituality(a.k.a.sawan kirpal ruhani mission)",IAB23 Religion & Spirituality,0.68,scraped,
religion advait mat,IAB23 Religion & Spirituality,0.68,scraped,
religion sekai shindokyo,IAB23 Religion & Spirituality,0.68,scraped,
religion honbushin,IAB23 Religion & Spirituality,0.68,scraped,
religion daehan cheolligyo,IAB23 Religion & Spirituality,0.68,scraped,
religion honmichihonbushinsekai shindokyo,IAB23 Religion & Spirituality,0.68,scraped,
religion heathenry(a.k.a. germanic neopaganism),IAB23 Religion & Spirituality,0.68,scraped,
religion hellenism,IAB23 Religion & Spirituality,0.68,scraped,
religion heraka,IAB23 Religion & Spirituality,0.68,scraped,
religion hetanism,IAB23 Religion & Spirituality,0.68,scraped,
religion peterburgian vedism,IAB23 Religion & Spirituality,0.68,scraped,
religion native polish church,IAB23 Religion & Spirituality,0.68,scraped,
religion kemetic orthodoxy,IAB23 Religion & Spirituality,0.68,scraped,
religion roman traditional movement,IAB23 Religion & Spirituality,0.68,scraped,
religion nova roma,IAB23 Religion & Spirituality,0.68,scraped,
religion dera sacha sauda,IAB23 Religion & Spirituality,0.68,scraped,
religion eckankar,IAB23 Religion & Spirituality,0.68,scraped,
religion elan vital(formerlydivine light mission),IAB23 Religion & Spirituality,0.68,scraped,
"religion huazhaidao(""way of flowers and fasting"")",IAB23 Religion & Spirituality,0.68,scraped,
"religion tianxian miaodao(""way of the temple of the heavenly immortals"")",IAB23 Religion & Spirituality,0.68,scraped,
religion tiandiism,IAB23 Religion & Spirituality,0.68,scraped,
religion tiandihui,IAB23 Religion & Spirituality,0.68,scraped,
"religion shanrendao(""way of the virtuous man"")",IAB23 Religion & Spirituality,0.68,scraped,
religion sanyiism,IAB23 Religion & Spirituality,0.68,scraped,
religion sanban puren pai,IAB23 Religion & Spirituality,0.68,scraped,
religion maitreyanism,IAB23 Religion & Spirituality,0.68,scraped,
"religion luoism(""way of luo"")chinese religions of fastingxiantiandao(""way of former heaven"")guiyidao(""way of the return to the one"")shengdao(""holy way"")yaochidao(""way of the mother of pearl lake"")yiguandao(""persistent way"")haizidaoyixin tiandao(""heart-bound heavenly way"")dachenghongyangism",IAB23 Religion & Spirituality,0.68,scraped,
"religion luandao(""phoenix way"")",IAB23 Religion & Spirituality,0.68,scraped,
"religion jiugongdao(""way of the nine palaces"")",IAB23 Religion & Spirituality,0.68,scraped,
"religion huangtiandao(""way of the yellow sky"")",IAB23 Religion & Spirituality,0.68,scraped,
religion movement of spiritual inner awareness,IAB23 Religion & Spirituality,0.68,scraped,
"religion huangjidao(""way of the imperial pole"")",IAB23 Religion & Spirituality,0.68,scraped,
"religion dejiao(""teaching of virtue"")",IAB23 Religion & Spirituality,0.68,scraped,
religion guanyin famen,IAB23 Religion & Spirituality,0.68,scraped,
religion união do vegetal,IAB23 Religion & Spirituality,0.68,scraped,
religion nipponzan-myōhōji-daisanga,IAB23 Religion & Spirituality,0.68,scraped,
religion manavta mandir,IAB23 Religion & Spirituality,0.68,scraped,
religion church of the guanche people,IAB23 Religion & Spirituality,0.68,scraped,
"religion celtic neopaganismceltic reconstructionist paganismdruidryár ndraíocht féinorder of bards, ovates, and druidsreformed druids of north america",IAB23 Religion & Spirituality,0.68,scraped,
religion caucasian neopaganismabkhaz neopaganismassianism,IAB23 Religion & Spirituality,0.68,scraped,
religion baltic neopaganismdievturībaromuva,IAB23 Religion & Spirituality,0.68,scraped,
religion thc ministry,IAB23 Religion & Spirituality,0.68,scraped,
religion sangirese religion,IAB23 Religion & Spirituality,0.68,scraped,
religion association for research and enlightenment,IAB23 Religion & Spirituality,0.68,scraped,
religion archeosophical society,IAB23 Religion & Spirituality,0.68,scraped,
religion big moon peyotism,IAB23 Religion & Spirituality,0.68,scraped,
religion wasshat religion,IAB23 Religion & Spirituality,0.68,scraped,
religion native american churchbig moon peyotism,IAB23 Religion & Spirituality,0.68,scraped,
religion mexicayotl,IAB23 Religion & Spirituality,0.68,scraped,
religion longhouse religion,IAB23 Religion & Spirituality,0.68,scraped,
religion indian shaker church,IAB23 Religion & Spirituality,0.68,scraped,
religion ghost dance,IAB23 Religion & Spirituality,0.68,scraped,
religion wotansvolk,IAB23 Religion & Spirituality,0.68,scraped,
religion german faith movement,IAB23 Religion & Spirituality,0.68,scraped,
religion nordic israelism,IAB23 Religion & Spirituality,0.68,scraped,
religion french israelism,IAB23 Religion & Spirituality,0.68,scraped,
religion christian identity,IAB23 Religion & Spirituality,0.68,scraped,
religion british israelism,IAB23 Religion & Spirituality,0.68,scraped,
religion statolatry,IAB23 Religion & Spirituality,0.68,scraped,
religion nazi occultism,IAB23 Religion & Spirituality,0.68,scraped,
religion fascist mysticism,IAB23 Religion & Spirituality,0.68,scraped,
religion moorish science temple of americamoorish orthodox church of america,IAB23 Religion & Spirituality,0.68,scraped,
religion hauka,IAB23 Religion & Spirituality,0.68,scraped,
religion dongba,IAB23 Religion & Spirituality,0.68,scraped,
religion wang ye worship,IAB23 Religion & Spirituality,0.68,scraped,
religion maonan traditional religion,IAB23 Religion & Spirituality,0.68,scraped,
religion kam religion,IAB23 Religion & Spirituality,0.68,scraped,
religion kev dab kev qhuas,IAB23 Religion & Spirituality,0.68,scraped,
religion antoinism,IAB23 Religion & Spirituality,0.68,scraped,
religion beili wang,IAB23 Religion & Spirituality,0.68,scraped,
religion tongan narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion branch davidians,IAB23 Religion & Spirituality,0.68,scraped,
religion twelve tribes of israel,IAB23 Religion & Spirituality,0.68,scraped,
religion nyabinghi,IAB23 Religion & Spirituality,0.68,scraped,
religion bobo ashanti,IAB23 Religion & Spirituality,0.68,scraped,
religion one west camp,IAB23 Religion & Spirituality,0.68,scraped,
religion nation of yahweh,IAB23 Religion & Spirituality,0.68,scraped,
religion israelite school of universal practical knowledge,IAB23 Religion & Spirituality,0.68,scraped,
religion commandment keepers,IAB23 Religion & Spirituality,0.68,scraped,
religion igbe religion,IAB23 Religion & Spirituality,0.68,scraped,
religion church of god and saints of christ,IAB23 Religion & Spirituality,0.68,scraped,
religion african hebrew israelites of jerusalem,IAB23 Religion & Spirituality,0.68,scraped,
religion united nation of islam,IAB23 Religion & Spirituality,0.68,scraped,
religion moorish orthodox church of america,IAB23 Religion & Spirituality,0.68,scraped,
religion american society of muslims,IAB23 Religion & Spirituality,0.68,scraped,
religion nuwaubian nation,IAB23 Religion & Spirituality,0.68,scraped,
religion nation of islamunited nation of islam,IAB23 Religion & Spirituality,0.68,scraped,
religion mungiki,IAB23 Religion & Spirituality,0.68,scraped,
religion mumboism,IAB23 Religion & Spirituality,0.68,scraped,
religion movement for the restoration of the ten commandments of god,IAB23 Religion & Spirituality,0.68,scraped,
religion völkisch movementgerman faith movementwotansvolk,IAB23 Religion & Spirituality,0.68,scraped,
religion ariosophy,IAB23 Religion & Spirituality,0.68,scraped,
religion esoteric nazism,IAB23 Religion & Spirituality,0.68,scraped,
religion evolaism,IAB23 Religion & Spirituality,0.68,scraped,
religion chapel of russia's resurrection,IAB23 Religion & Spirituality,0.68,scraped,
religion hlai animism,IAB23 Religion & Spirituality,0.68,scraped,
religion rangfrah,IAB23 Religion & Spirituality,0.68,scraped,
religion yumaism,IAB23 Religion & Spirituality,0.68,scraped,
religion ming shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion pomio kivung,IAB23 Religion & Spirituality,0.68,scraped,
religion johnson cult,IAB23 Religion & Spirituality,0.68,scraped,
religion john frum,IAB23 Religion & Spirituality,0.68,scraped,
religion burusho shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion beduin shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion mari native religion,IAB23 Religion & Spirituality,0.68,scraped,
religion komi shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion saek religion,IAB23 Religion & Spirituality,0.68,scraped,
religion nung religion,IAB23 Religion & Spirituality,0.68,scraped,
religion lamet religion,IAB23 Religion & Spirituality,0.68,scraped,
religion giay animism,IAB23 Religion & Spirituality,0.68,scraped,
religion ahom religion,IAB23 Religion & Spirituality,0.68,scraped,
religion then,IAB23 Religion & Spirituality,0.68,scraped,
religion sui religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tuvaluan narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion kanakanavu native religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tahitian narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion wyandot religion,IAB23 Religion & Spirituality,0.68,scraped,
religion lencan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion huichol religion,IAB23 Religion & Spirituality,0.68,scraped,
religion cora religion,IAB23 Religion & Spirituality,0.68,scraped,
religion classical veracruz religion,IAB23 Religion & Spirituality,0.68,scraped,
religion aztec religion,IAB23 Religion & Spirituality,0.68,scraped,
religion prince philip movement,IAB23 Religion & Spirituality,0.68,scraped,
religion vailala madness,IAB23 Religion & Spirituality,0.68,scraped,
religion african zionism,IAB23 Religion & Spirituality,0.68,scraped,
religion faism,IAB23 Religion & Spirituality,0.68,scraped,
religion jurchen/qing shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion xínghaode,IAB23 Religion & Spirituality,0.68,scraped,
religion wuismjurchen/qing shamanismming shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion taiwanese folk beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion godianism,IAB23 Religion & Spirituality,0.68,scraped,
religion shendao,IAB23 Religion & Spirituality,0.68,scraped,
religion shangdiism,IAB23 Religion & Spirituality,0.68,scraped,
religion queen mother worship,IAB23 Religion & Spirituality,0.68,scraped,
religion northeast china folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mazu worship,IAB23 Religion & Spirituality,0.68,scraped,
religion chinese folk religion in southeast asia,IAB23 Religion & Spirituality,0.68,scraped,
religion ausar auset society,IAB23 Religion & Spirituality,0.68,scraped,
religion ancestor worship,IAB23 Religion & Spirituality,0.68,scraped,
religion lisu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion hangui,IAB23 Religion & Spirituality,0.68,scraped,
religion mo,IAB23 Religion & Spirituality,0.68,scraped,
religion pa then religion,IAB23 Religion & Spirituality,0.68,scraped,
religion qabiao religion,IAB23 Religion & Spirituality,0.68,scraped,
religion satsana phiahom religiongiay animismlamet religionnung religionsaek religion,IAB23 Religion & Spirituality,0.68,scraped,
religion five-percent nation,IAB23 Religion & Spirituality,0.68,scraped,
religion dini ya msambwa,IAB23 Religion & Spirituality,0.68,scraped,
religion black muslimsamerican society of muslims,IAB23 Religion & Spirituality,0.68,scraped,
religion creativity,IAB23 Religion & Spirituality,0.68,scraped,
religion israelismbritish israelismchristian identityfrench israelismnordic israelism,IAB23 Religion & Spirituality,0.68,scraped,
religion aguaruna religion,IAB23 Religion & Spirituality,0.68,scraped,
religion daba,IAB23 Religion & Spirituality,0.68,scraped,
religion dumo spirituality,IAB23 Religion & Spirituality,0.68,scraped,
religion sanamahism,IAB23 Religion & Spirituality,0.68,scraped,
religion reang religion,IAB23 Religion & Spirituality,0.68,scraped,
religion qiang folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion nyezi-no,IAB23 Religion & Spirituality,0.68,scraped,
religion nuo folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mro religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mizo religion,IAB23 Religion & Spirituality,0.68,scraped,
religion miji animism,IAB23 Religion & Spirituality,0.68,scraped,
religion maring beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion krama,IAB23 Religion & Spirituality,0.68,scraped,
religion kiratismyumaism,IAB23 Religion & Spirituality,0.68,scraped,
religion tangsa naga animismrangfrah,IAB23 Religion & Spirituality,0.68,scraped,
religion karen animism,IAB23 Religion & Spirituality,0.68,scraped,
religion karbi religions,IAB23 Religion & Spirituality,0.68,scraped,
religion kan khwan,IAB23 Religion & Spirituality,0.68,scraped,
religion jingpo religion,IAB23 Religion & Spirituality,0.68,scraped,
religion hnam sakhua,IAB23 Religion & Spirituality,0.68,scraped,
religion hani religion,IAB23 Religion & Spirituality,0.68,scraped,
religion gurung shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion donyi-polo,IAB23 Religion & Spirituality,0.68,scraped,
religion fore traditional beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion punjabi folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion dingba,IAB23 Religion & Spirituality,0.68,scraped,
religion songsarek,IAB23 Religion & Spirituality,0.68,scraped,
religion order of nine angles,IAB23 Religion & Spirituality,0.68,scraped,
religion chutia religion,IAB23 Religion & Spirituality,0.68,scraped,
religion biate animism,IAB23 Religion & Spirituality,0.68,scraped,
religion yukaghir shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion banrawat religion,IAB23 Religion & Spirituality,0.68,scraped,
religion bathouism,IAB23 Religion & Spirituality,0.68,scraped,
religion benzhuism,IAB23 Religion & Spirituality,0.68,scraped,
religion burmese folk religionlisu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion bimoism,IAB23 Religion & Spirituality,0.68,scraped,
religion bondongbahangui,IAB23 Religion & Spirituality,0.68,scraped,
religion itelmen religion,IAB23 Religion & Spirituality,0.68,scraped,
religion chang naga animism,IAB23 Religion & Spirituality,0.68,scraped,
religion nivkh traditional religion,IAB23 Religion & Spirituality,0.68,scraped,
religion vedda original religion,IAB23 Religion & Spirituality,0.68,scraped,
religion koryak religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ainu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion chinese folk religionancestor worshipchinese folk religion in southeast asiafaismmazu worshipnortheast china folk religionqueen mother worshipshangdiismshendaotaiwanese folk beliefswang ye worshipwuismjurchen/qing shamanismming shamanismxínghaode,IAB23 Religion & Spirituality,0.68,scraped,
religion semang animism,IAB23 Religion & Spirituality,0.68,scraped,
religion onge native religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ati animism,IAB23 Religion & Spirituality,0.68,scraped,
religion aeta religion,IAB23 Religion & Spirituality,0.68,scraped,
religion urapmin traditional beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion trobriand traditional beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion korowai religion,IAB23 Religion & Spirituality,0.68,scraped,
religion kaluli religion,IAB23 Religion & Spirituality,0.68,scraped,
religion yolnu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ossetian native religion,IAB23 Religion & Spirituality,0.68,scraped,
religion fujiko,IAB23 Religion & Spirituality,0.68,scraped,
religion gion cult,IAB23 Religion & Spirituality,0.68,scraped,
religion papuan religiondumo spiritualityfore traditional beliefskaluli religionkorowai religiontrobriand traditional beliefsurapmin traditional beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion kanak traditional beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion fijian ancient religion,IAB23 Religion & Spirituality,0.68,scraped,
religion australian aboriginal spiritualitygamilaraay dreaminglarrakia dreamingtasmanian aboriginal spiritualityyolnu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion gasin faith,IAB23 Religion & Spirituality,0.68,scraped,
religion state shinto,IAB23 Religion & Spirituality,0.68,scraped,
religion kokugakustate shinto,IAB23 Religion & Spirituality,0.68,scraped,
religion association of shinto shrines,IAB23 Religion & Spirituality,0.68,scraped,
religion taiseikyō,IAB23 Religion & Spirituality,0.68,scraped,
religion suika,IAB23 Religion & Spirituality,0.68,scraped,
religion izumo-taishakyo,IAB23 Religion & Spirituality,0.68,scraped,
religion taikyō,IAB23 Religion & Spirituality,0.68,scraped,
religion shugendō,IAB23 Religion & Spirituality,0.68,scraped,
religion kurozumikyō,IAB23 Religion & Spirituality,0.68,scraped,
religion oomoto,IAB23 Religion & Spirituality,0.68,scraped,
